ID,celkova_delka,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
346,16781.7,0,0,0,0,0,3281.2,9844.1,3656.4,0,0,0
347,10549.97,0,0,0,0,4974.32,401.18,5174.48,0,0,0,0
348,4333.39,83.6,0,0,0,2470.96,1053.85,724.98,0,0,0,0
349,21904.95,0,0,4752.21,11186.83,5440.29,525.62,0,0,0,0,0
350,2825.86,0,0,0,1718.08,973.62,134.16,0,0,0,0,0
351,18450.81,0,0,0,7209.28,9571.49,1670.04,0,0,0,0,0
352,13132.09,0,0,0,0,4990.58,7377.83,661.76,101.92,0,0,0
353,6571.34,0,0,0,0,2967.34,3211.21,392.79,0,0,0,0
354,12145.88,0,0,0,0,5342.84,6287.71,515.33,0,0,0,0
355,5521.26,0,0,0,0,2639.47,2017.04,864.75,0,0,0,0
356,12244.07,0,0,0,0,4949.96,3164.34,1257.27,1349.34,1398.03,125.13,0
357,18277.26,0,0,0,0,0,4080.55,9798.51,3603.0,795.19,0,0
358,11239.13,0,0,0,1367.88,8266.93,1604.31,0,0,0,0,0
359,21662.57,0,0,0,470.08,2205.96,5194.76,8755.95,4542.44,493.38,0,0
360,15626.29,0,0,0,2692.49,4990.79,6426.35,1492.74,23.94,0,0,0
361,10293.54,0,0,0,2089.96,6663.13,1240.07,300.38,0,0,0,0
362,22646.51,0,0,0,0,0,6770.33,11995.58,3712.18,53.31,115.11,0
363,15228.56,0,0,0,0,5721.72,7078.72,2382.98,45.13,0,0,0
364,11478.49,0,0,0,0,1232.14,6946.35,2813.41,486.59,0,0,0
365,13264.29,0,0,0,0,4425.35,5863.22,1989.19,986.54,0,0,0
366,20831.93,0,0,0,1489.73,5692.56,7977.18,4587.86,1084.6,0,0,0
367,16793.7,0,0,4889.34,9323.77,2416.71,163.89,0,0,0,0,0
368,10588.3,0,0,1229.08,2051.93,2617.08,3830.18,695.86,164.18,0,0,0
369,15420.43,0,0,4092.43,3383.77,6337.97,1441.97,164.27,0,0,0,0
370,5662.48,0,0,0,0,4362.33,1190.92,109.22,0,0,0,0
371,9894.81,0,0,0,0,4666.7,2672.61,538.13,1518.99,498.39,0,0
372,17292.16,0,0,0,0,0,2521.29,9301.39,5149.89,319.6,0,0
373,11717.44,0,0,0,0,1130.84,5990.51,3580.37,542.37,473.35,0,0
374,11312.76,0,0,0,5057.42,5452.66,771.27,31.42,0,0,0,0
375,12845.66,0,0,0,4462.76,4776.9,2291.97,744.39,569.64,0,0,0
376,14862.83,0,0,0,6054.9,7095.0,1712.93,0,0,0,0,0
377,21205.29,0,0,5051.47,11415.34,4083.95,654.53,0,0,0,0,0
378,16048.25,0,0,2616.79,6551.38,4738.65,2141.43,0,0,0,0,0
379,22484.93,0,0,0,4980.26,12907.1,4193.25,404.32,0,0,0,0
380,10727.18,0,0,0,1864.86,6626.78,1798.58,436.95,0,0,0,0
381,14676.71,0,0,4191.62,6657.64,3278.0,403.08,146.37,0,0,0,0
382,22229.5,0,0,0,0,0,7711.29,10355.09,3815.37,347.75,0,0
383,15093.29,0,0,0,0,11378.25,3473.83,241.22,0,0,0,0
384,33026.47,0,0,5371.82,4989.75,14053.89,4561.91,4049.09,0,0,0,0
385,9943.23,0,0,0,0,6691.86,2854.65,396.73,0,0,0,0
386,13146.35,0,0,0,4535.28,6249.93,1992.99,368.15,0,0,0,0
387,213.15,0,0,0,0,0,213.15,0,0,0,0,0
388,7453.57,0,0,0,0,0,1414.74,4424.47,1370.24,244.12,0,0
389,11995.42,0,0,0,0,2445.31,8214.11,1162.04,173.96,0,0,0
390,14167.51,0,0,0,4778.68,6547.28,2802.91,38.64,0,0,0,0
391,14520.86,0,0,5001.55,5140.16,2917.24,1461.91,0,0,0,0,0
392,9075.77,0,0,0,5250.16,3690.56,135.05,0,0,0,0,0
393,21118.71,0,0,0,0,6132.43,12148.77,2430.79,406.72,0,0,0
394,12561.39,0,0,0,5113.48,6633.16,814.75,0,0,0,0,0
395,8783.28,0,0,0,7089.67,921.03,731.03,41.55,0,0,0,0
396,9418.44,0,0,536.79,3968.57,3953.42,959.65,0,0,0,0,0
397,17701.29,0,0,3786.72,4611.05,6739.87,2563.64,0,0,0,0,0
398,14381.82,0,0,0,0,4057.67,6434.37,2299.63,829.28,760.88,0,0
399,22026.11,0,0,0,5060.43,12359.11,4286.52,320.05,0,0,0,0
400,24755.13,0,0,5144.8,13639.71,5747.9,222.73,0,0,0,0,0
401,18868.72,0,0,0,0,4714.25,9547.11,4607.36,0,0,0,0
402,14880.81,0,0,0,2046.04,5336.21,5324.39,2174.17,0,0,0,0
403,8428.43,0,0,0,0,348.58,5582.53,2497.32,0,0,0,0
404,9071.25,0,0,0,2741.0,4067.14,1962.84,300.26,0,0,0,0
405,8339.35,0,0,1732.64,6606.71,0,0,0,0,0,0,0
406,17505.03,0,0,0,36.16,4347.47,9928.33,3106.05,87.02,0,0,0
407,14186.29,0,0,0,0,1412.21,5764.68,5552.17,968.73,488.5,0,0
408,19800.19,0,0,7333.73,10601.63,1864.83,0,0,0,0,0,0
409,9993.3,0,0,0,5942.33,3838.49,212.48,0,0,0,0,0
410,14255.07,0,0,5072.53,6982.85,908.73,1153.9,137.06,0,0,0,0
411,10880.44,0,0,0,0,4309.76,4146.56,2277.75,146.38,0,0,0
412,31683.29,0,0,5967.72,17252.23,7141.9,1321.44,0,0,0,0,0
413,15877.57,0,0,0,6002.95,5041.67,4402.6,430.35,0,0,0,0
414,17491.79,0,0,0,5253.8,10959.83,1219.75,58.42,0,0,0,0
415,16327.69,0,0,0,1335.96,8380.49,3978.82,2572.82,59.59,0,0,0
416,26035.43,640.61,0,0,8791.16,9376.72,6870.54,356.4,0,0,0,0
417,19298.9,0,0,0,45.72,2900.11,599.62,4693.5,9670.39,1389.56,0,0
418,15806.45,0,0,0,4530.13,7443.55,818.48,143.76,2277.51,593.01,0,0
419,13878.71,0,0,0,3524.87,8944.65,1409.19,0,0,0,0,0
420,12400.66,0,0,0,3132.03,8405.27,825.75,37.62,0,0,0,0
421,13082.36,0,0,0,9672.16,1976.0,1434.2,0,0,0,0,0
422,11992.46,0,0,4102.08,7781.77,78.24,30.37,0,0,0,0,0
423,12808.44,0,0,0,0,8032.37,4776.07,0,0,0,0,0
424,12936.76,0,0,4689.4,4293.73,3586.19,367.45,0,0,0,0,0
425,10468.62,0,0,2112.6,6415.89,1827.11,113.02,0,0,0,0,0
426,8773.67,0,0,4879.23,3469.28,425.16,0,0,0,0,0,0
427,14483.6,90.82,0,0,7926.48,6013.22,453.07,0,0,0,0,0
428,15340.84,0,0,0,1154.58,8486.38,5574.51,125.38,0,0,0,0
429,26366.92,0,0,3762.44,9906.56,5862.14,4186.92,2372.67,276.2,0,0,0
430,17172.81,0,0,0,1217.76,11427.09,4527.96,0,0,0,0,0
431,10671.39,0,0,0,4139.55,6531.84,0,0,0,0,0,0
432,14282.69,184.62,0,4034.43,8267.95,1795.69,0,0,0,0,0,0
433,29801.23,0,0,6192.78,12353.19,7767.31,3260.03,227.92,0,0,0,0
434,21251.55,0,0,0,0,0,5253.37,10004.21,5650.74,343.23,0,0
435,9679.15,0,0,0,93.66,3507.25,2631.09,2869.83,420.88,156.45,0,0
436,16464.31,0,0,0,3216.3,9000.09,3565.23,682.69,0,0,0,0
437,13440.92,0,0,0,0,1687.45,8733.88,2118.45,901.14,0,0,0
438,10202.59,0,0,0,1470.27,4400.35,4306.23,25.74,0,0,0,0
439,21131.48,0,0,4099.12,15914.57,1117.79,0,0,0,0,0,0
440,16188.51,0,0,1864.95,8077.36,3432.35,2813.85,0,0,0,0,0
441,11567.43,914.43,0,2276.89,5703.42,1557.21,988.82,126.67,0,0,0,0
442,17133.63,39.33,0,3306.88,8178.33,5609.09,0,0,0,0,0,0
443,9230.47,0,0,3143.94,4346.22,1740.3,0,0,0,0,0,0
444,24444.17,99.57,0,8499.85,14218.41,1626.34,0,0,0,0,0,0
445,4537.56,0,0,0,1265.12,3272.44,0,0,0,0,0,0
446,17437.73,0,0,4682.53,4401.08,5256.1,3098.01,0,0,0,0,0
447,29652.96,0,0,6517.49,11395.17,8540.22,2366.45,833.62,0,0,0,0
448,10473.25,0,0,0,3107.22,6302.12,448.32,0,615.6,0,0,0
449,7542.9,25.22,0,0,1763.5,3181.22,2497.82,75.14,0,0,0,0
450,17144.96,50.97,0,0,0,6823.55,7349.12,2921.32,0,0,0,0
451,25726.53,0,0,0,0,3480.35,12907.16,8081.68,1257.34,0,0,0
452,23310.29,0,0,0,0,5251.57,11919.96,4530.95,1287.02,320.8,0,0
453,20889.36,0,0,0,0,3906.42,8874.33,4770.83,2717.37,620.42,0,0
454,18699.74,0,0,0,0,7427.95,7919.78,2414.24,614.19,169.84,153.75,0
455,9409.67,0,0,0,0,1808.79,4940.32,2136.65,523.92,0,0,0
456,7177.99,0,0,0,0,0,5700.18,1346.91,130.9,0,0,0
457,11021.14,0,0,0,4861.05,3944.79,1538.23,508.58,168.5,0,0,0
458,19808.53,0,0,0,11995.36,7076.46,662.19,74.53,0,0,0,0
459,4652.22,150.87,0,0,0,2239.74,1765.47,496.13,0,0,0,0
460,10155.13,57.75,0,0,4821.2,4596.3,679.88,0,0,0,0,0
461,10583.83,0,0,0,5047.39,4907.66,628.78,0,0,0,0,0
462,11264.96,0,0,0,4717.18,3907.69,2403.19,236.91,0,0,0,0
463,2230.57,0,0,1530.93,699.64,0,0,0,0,0,0,0
464,11738.5,0,3610.63,7091.41,1036.46,0,0,0,0,0,0,0
465,13157.06,0,5063.28,7266.56,827.22,0,0,0,0,0,0,0
466,17111.28,244.62,4395.16,4933.17,5601.49,1936.84,0,0,0,0,0,0
467,19594.44,535.42,4458.43,5493.58,6925.98,1957.15,223.88,0,0,0,0,0
468,16438.04,0,2294.13,9341.34,4277.87,524.7,0,0,0,0,0,0
469,19274.2,0,0,3702.96,10956.57,4360.96,213.55,40.16,0,0,0,0
470,19115.2,0,0,0,0,3296.78,7421.08,6334.09,1282.94,655.38,124.94,0
471,37515.16,0,0,0,7890.85,10199.01,9828.43,5537.12,2529.93,999.36,530.45,0
472,16119.77,0,0,0,0,4900.0,8894.13,2086.49,239.15,0,0,0
473,11962.65,0,0,0,452.27,8410.49,2674.65,425.23,0,0,0,0
474,10111.75,0,0,0,572.35,8333.61,1205.78,0,0,0,0,0
475,13689.21,0,0,0,1038.44,6485.52,4107.04,1911.45,146.77,0,0,0
476,17496.6,739.63,0,0,0,2958.04,7399.69,6190.07,209.17,0,0,0
477,14227.21,0,0,0,0,0,6327.85,6514.21,737.8,464.55,182.81,0
478,10203.73,0,0,0,0,0,7924.17,1663.61,615.95,0,0,0
479,11317.38,64.84,0,0,0,3117.69,3830.23,2974.66,1329.96,0,0,0
480,12274.38,0,0,0,0,0,7883.09,3089.92,1301.37,0,0,0
481,7511.63,0,0,0,0,662.63,3062.86,3580.76,205.39,0,0,0
482,8543.98,392.32,0,0,0,20.28,6264.09,1867.29,0,0,0,0
483,17637.54,0,0,0,0,6502.24,9789.67,1123.86,221.77,0,0,0
484,11734.67,0,0,0,5625.76,4501.5,1388.12,219.28,0,0,0,0
485,5562.18,0,0,0,4258.57,1287.14,16.48,0,0,0,0,0
486,7565.11,0,0,4113.81,3451.29,0,0,0,0,0,0,0
487,17279.02,0,0,0,5150.24,9459.24,2554.56,114.99,0,0,0,0
488,13073.63,0,0,2395.15,4774.65,3490.07,1033.43,1040.97,339.36,0,0,0
489,9302.4,0,0,0,3414.2,5888.2,0,0,0,0,0,0
490,14881.0,0,0,1234.34,7261.7,4730.31,1457.7,196.95,0,0,0,0
491,4806.19,0,0,987.84,3265.06,524.12,29.18,0,0,0,0,0
492,4148.78,0,0,3556.19,592.59,0,0,0,0,0,0,0
493,5741.36,0,0,2606.06,3135.3,0,0,0,0,0,0,0
494,22328.44,0,0,5973.77,9366.6,6988.08,0,0,0,0,0,0
495,22356.6,0,0,4536.19,5443.0,8247.29,4130.12,0,0,0,0,0
496,10141.79,0,0,1335.52,4504.33,3501.58,682.07,0,118.3,0,0,0
497,15047.42,0,0,0,0,4526.79,7702.69,2304.33,513.61,0,0,0
498,21982.17,0,0,0,4751.24,12036.21,3239.28,1955.44,0,0,0,0
499,14583.66,221.36,0,0,0,7930.61,6075.61,356.09,0,0,0,0
500,14851.92,0,0,0,0,6695.08,6176.01,1980.83,0,0,0,0
501,11119.35,0,0,0,2137.44,6021.07,2038.15,922.69,0,0,0,0
502,22264.61,0,0,0,4358.89,3370.99,6593.99,4468.59,2276.85,1195.29,0,0
503,16094.01,0,0,3498.52,8025.92,4164.75,404.83,0,0,0,0,0
504,21539.58,0,0,0,5426.34,11552.29,4415.66,145.29,0,0,0,0
505,9354.34,0,0,0,0,5416.36,1731.13,2156.06,50.8,0,0,0
506,2623.07,0,0,0,0,510.44,1372.06,740.56,0,0,0,0
507,15726.4,0,0,0,0,4953.1,5714.83,4529.05,529.42,0,0,0
508,12026.74,0,0,0,0,4969.52,4753.51,970.49,1333.23,0,0,0
509,7924.23,0,0,0,902.37,2768.97,1777.54,2380.81,94.55,0,0,0
510,13562.05,0,0,4426.26,6469.36,2561.5,104.93,0,0,0,0,0
511,13623.35,0,0,5922.72,6113.53,1201.63,385.48,0,0,0,0,0
512,9292.66,0,0,0,8331.07,961.58,0,0,0,0,0,0
513,11276.53,0,0,0,3853.16,4261.78,3161.58,0,0,0,0,0
514,4884.53,0,0,0,0,3481.3,1002.67,400.56,0,0,0,0
515,5435.99,0,0,551.44,548.65,1957.08,2125.38,253.44,0,0,0,0
516,6011.68,0,0,1421.56,3310.4,1090.67,189.05,0,0,0,0,0
517,7890.17,0,0,0,4460.07,2980.95,449.15,0,0,0,0,0
518,12454.36,0,0,3344.46,2572.1,6487.7,50.11,0,0,0,0,0
519,1119.32,0,1094.53,0,0,24.79,0,0,0,0,0,0
520,18863.29,0,3836.84,10834.51,4107.74,84.2,0,0,0,0,0,0
521,13939.26,0,0,6664.66,4864.16,1365.98,1044.46,0,0,0,0,0
522,16975.7,0,5675.24,9728.23,1492.75,79.49,0,0,0,0,0,0
523,26874.17,0,0,0,5106.56,13253.98,8060.66,452.97,0,0,0,0
524,23488.07,605.24,0,0,7468.15,8596.14,6379.81,396.79,41.94,0,0,0
525,23739.92,0,0,0,4964.56,9404.51,9370.85,0,0,0,0,0
526,15102.88,0,0,0,5009.19,7538.45,2545.51,9.72,0,0,0,0
527,10400.11,0,0,0,4796.01,4827.87,776.23,0,0,0,0,0
528,22284.07,0,0,0,1517.89,12794.51,7186.61,699.69,85.37,0,0,0
529,24197.41,0,0,4980.71,9331.99,4171.95,4421.5,1153.04,138.22,0,0,0
530,12432.35,0,0,2223.8,7090.0,2913.51,0,205.04,0,0,0,0
531,13883.2,0,0,7200.83,4007.18,2107.7,327.98,239.5,0,0,0,0
532,18040.36,0,0,0,6389.97,8841.31,2761.76,47.31,0,0,0,0
533,10627.78,0,0,0,0,1570.18,4279.78,4164.36,558.54,54.92,0,0
534,16393.95,0,0,0,4561.84,6269.76,5032.55,529.8,0,0,0,0
535,11075.19,0,0,0,0,5464.62,5329.03,281.54,0,0,0,0
536,10255.24,0,0,0,0,0,7338.34,2375.99,540.91,0,0,0
537,15478.5,0,0,0,0,6010.07,7381.9,2002.53,84.0,0,0,0
538,2499.7,0,0,0,0,1227.54,1272.16,0,0,0,0,0
539,4288.5,0,0,0,0,2904.89,1282.32,101.3,0,0,0,0
540,10298.57,0,0,0,4214.97,4997.11,1086.5,0,0,0,0,0
541,11845.35,0,0,7960.89,2019.71,1794.99,69.76,0,0,0,0,0
542,10035.88,0,1792.15,5568.09,2675.64,0,0,0,0,0,0,0
543,14495.16,784.86,0,4733.54,8902.33,74.43,0,0,0,0,0,0
544,12349.47,0,5054.57,5012.0,1307.02,975.88,0,0,0,0,0,0
545,10849.82,0,0,0,5250.45,2843.65,2755.72,0,0,0,0,0
546,7568.82,0,0,1771.75,5588.1,208.96,0,0,0,0,0,0
547,16317.23,0,0,5738.74,8409.22,1057.64,1111.64,0,0,0,0,0
548,12214.05,0,0,4309.68,4144.25,3748.28,11.85,0,0,0,0,0
549,8068.26,0,0,3254.11,3390.64,1338.51,85.0,0,0,0,0,0
550,17410.41,0,0,5204.52,7598.34,4042.24,565.31,0,0,0,0,0
551,11018.27,0,0,0,236.6,6535.63,2912.71,1333.33,0,0,0,0
552,2319.89,0,0,0,0,141.44,1959.61,218.84,0,0,0,0
553,9145.2,0,0,996.3,1748.17,4828.37,1483.46,0,88.9,0,0,0
554,5403.21,0,0,2625.63,862.52,1915.06,0,0,0,0,0,0
555,19788.54,0,0,2588.25,6417.72,10696.65,85.92,0,0,0,0,0
556,29701.9,0,4762.67,17851.77,4681.65,2405.82,0,0,0,0,0,0
557,34182.45,459.44,0,4449.48,13510.6,10591.54,4379.64,791.75,0,0,0,0
558,18709.46,3408.75,0,0,1125.06,5646.81,6579.72,1799.94,149.19,0,0,0
559,21807.62,0,0,0,53.28,9408.94,11275.57,970.25,99.58,0,0,0
560,893.85,86.71,0,0,0,94.42,712.73,0,0,0,0,0
561,8708.02,0,0,0,3000.53,3365.81,1320.65,1021.03,0,0,0,0
562,18677.07,0,0,0,6275.19,8290.55,3682.82,338.62,89.88,0,0,0
563,16665.28,0,0,0,0,810.38,6357.19,6711.59,2326.9,459.22,0,0
564,8026.88,0,0,0,0,2272.77,3847.82,892.09,1014.19,0,0,0
565,12502.34,0,5017.62,5851.52,1633.21,0,0,0,0,0,0,0
566,12861.47,0,4573.84,8137.88,149.75,0,0,0,0,0,0,0
567,16497.3,617.82,4252.44,8334.44,2853.98,438.62,0,0,0,0,0,0
568,21699.43,113.38,2982.1,11251.61,5551.47,1800.86,0,0,0,0,0,0
569,17591.07,0,4485.91,7260.69,4392.6,1451.86,0,0,0,0,0,0
570,19535.16,0,4762.28,9852.48,4800.72,119.68,0,0,0,0,0,0
571,11741.25,0,0,1459.88,5869.54,3300.4,969.25,142.19,0,0,0,0
572,10243.24,131.66,0,0,324.59,8299.14,1352.02,135.84,0,0,0,0
573,1815.01,0,0,0,941.71,556.52,205.45,111.34,0,0,0,0
574,12338.27,0,0,1964.6,7744.87,2628.8,0,0,0,0,0,0
575,7120.89,0,0,0,0,0,3161.71,3584.2,374.98,0,0,0
576,7428.32,0,0,855.57,5816.73,604.77,151.25,0,0,0,0,0
577,34400.0,0,4570.85,15608.29,10211.48,3420.26,390.47,198.66,0,0,0,0
578,16399.47,1754.66,0,0,5877.84,4010.53,3996.61,759.83,0,0,0,0
579,368.35,368.35,0,0,0,0,0,0,0,0,0,0
580,17544.79,6535.16,0,0,3250.66,4443.43,3132.65,116.71,66.17,0,0,0
581,15433.57,3181.72,0,0,0,4489.65,4519.68,3010.41,232.11,0,0,0
582,11929.59,0,0,5760.46,5854.29,314.85,0,0,0,0,0,0
583,11518.87,0,0,0,0,2125.65,5634.54,3639.88,118.81,0,0,0
584,14016.48,0,0,0,0,0,3998.94,5983.44,3660.38,373.72,0,0
585,10937.9,0,0,0,0,2834.16,3520.21,2667.75,1530.37,385.4,0,0
586,9621.06,0,0,5123.08,867.32,3630.65,0,0,0,0,0,0
587,4488.61,0,0,4488.61,0,0,0,0,0,0,0,0
588,6505.18,0,0,3976.18,958.85,1110.77,459.38,0,0,0,0,0
589,10237.52,0,0,2760.8,7052.74,423.98,0,0,0,0,0,0
590,12508.04,0,0,4417.86,6714.05,1376.13,0,0,0,0,0,0
591,11858.32,0,2419.95,5477.93,3688.77,271.66,0,0,0,0,0,0
592,23779.58,910.93,1102.89,7475.28,12211.13,2079.36,0,0,0,0,0,0
593,23392.86,3236.61,0,6350.64,7205.54,5630.0,630.02,340.06,0,0,0,0
594,23082.31,0,0,4294.9,13753.09,4549.19,485.13,0,0,0,0,0
595,20027.2,0,0,0,0,4491.16,8363.48,6517.69,654.86,0,0,0
596,18257.41,0,0,0,5261.19,6136.58,5206.89,1543.02,109.73,0,0,0
597,19223.81,18865.5,0,0,0,358.32,0,0,0,0,0,0
598,13138.8,2627.07,0,0,3261.46,5898.93,1351.33,0,0,0,0,0
599,10458.56,10458.56,0,0,0,0,0,0,0,0,0,0
600,3310.54,3310.54,0,0,0,0,0,0,0,0,0,0
601,13934.22,13934.22,0,0,0,0,0,0,0,0,0,0
602,11959.78,11959.78,0,0,0,0,0,0,0,0,0,0
603,6575.1,281.63,0,0,1153.04,1347.87,1177.97,2614.59,0,0,0,0
604,11035.7,45.99,0,5256.7,4394.17,573.2,310.8,353.3,101.55,0,0,0
605,7390.38,0,0,5460.31,1857.82,72.25,0,0,0,0,0,0
606,12760.85,0,0,4228.57,5701.35,2398.29,432.65,0,0,0,0,0
607,0.0,0,0,0,0,0,0,0,0,0,0,0
608,6573.69,0,0,0,4289.69,2284.0,0,0,0,0,0,0
609,2878.61,0,0,0,2526.5,239.33,112.77,0,0,0,0,0
610,17276.4,0,4214.45,7585.81,5055.91,420.22,0,0,0,0,0,0
611,18108.24,18108.24,0,0,0,0,0,0,0,0,0,0
612,4037.89,4037.89,0,0,0,0,0,0,0,0,0,0
613,0.0,0,0,0,0,0,0,0,0,0,0,0
614,12020.99,0,0,0,0,7712.12,2808.67,1448.13,52.07,0,0,0
615,14427.22,0,0,0,6589.16,3955.0,2216.58,1482.29,184.18,0,0,0
616,13478.11,0,0,0,4651.41,6420.39,1876.54,423.69,106.07,0,0,0
617,17168.47,0,0,5873.3,8588.95,2706.22,0,0,0,0,0,0
618,19158.75,0,293.65,8689.79,6689.17,2792.81,693.33,0,0,0,0,0
619,15397.25,15397.25,0,0,0,0,0,0,0,0,0,0
620,5622.94,5622.95,0,0,0,0,0,0,0,0,0,0
621,20179.18,0,0,0,7442.8,9737.47,2833.41,165.5,0,0,0,0
622,17432.07,0,0,0,174.42,7108.03,6082.83,3795.54,271.25,0,0,0
623,21847.44,0,0,0,4968.73,8587.56,6650.01,1641.14,0,0,0,0
624,5412.03,0,0,0,4429.7,982.33,0,0,0,0,0,0
625,8129.58,78.09,0,0,4836.74,3214.75,0,0,0,0,0,0
626,7146.54,0,0,1133.92,4889.12,1123.5,0,0,0,0,0,0
627,7123.46,0,0,4044.15,209.53,2869.78,0,0,0,0,0,0
628,19352.94,0,0,0,8860.03,8896.22,1596.69,0,0,0,0,0
629,1361.97,0,0,0,0,1361.97,0,0,0,0,0,0
630,0.0,0,0,0,0,0,0,0,0,0,0,0
631,1958.48,0,0,0,0,0,0,1926.58,31.9,0,0,0
632,3700.47,0,0,0,0,0,1531.06,1654.59,514.82,0,0,0
633,2874.59,0,0,0,0,1930.75,814.52,129.32,0,0,0,0
634,0.0,0,0,0,0,0,0,0,0,0,0,0
635,6808.04,0,0,4880.07,1175.49,752.48,0,0,0,0,0,0
636,13320.83,139.09,0,8408.87,4404.31,368.54,0,0,0,0,0,0
637,17890.92,0,4561.88,8142.47,5186.56,0,0,0,0,0,0,0
638,12974.71,0,0,1242.75,5345.36,3825.09,2188.36,373.14,0,0,0,0
639,418.72,0,0,418.72,0,0,0,0,0,0,0,0
640,9457.17,0,0,5050.4,4077.98,328.78,0,0,0,0,0,0
641,6130.83,0,0,4539.97,1175.21,415.65,0,0,0,0,0,0
642,2387.53,0,0,1902.35,485.18,0,0,0,0,0,0,0
643,10908.61,0,0,0,2831.62,6185.24,1891.74,0,0,0,0,0
644,14060.72,0,3386.21,5398.08,3719.27,1387.29,169.87,0,0,0,0,0
645,26002.92,0,0,2196.74,5400.83,10129.24,4691.75,2673.46,910.88,0,0,0
646,9023.22,0,0,0,2053.17,5992.16,977.88,0,0,0,0,0
647,19755.61,19755.61,0,0,0,0,0,0,0,0,0,0
648,1584.69,1584.69,0,0,0,0,0,0,0,0,0,0
649,8146.2,8146.2,0,0,0,0,0,0,0,0,0,0
650,2032.4,185.52,0,0,0,352.76,1452.91,41.21,0,0,0,0
651,21700.33,0,0,0,1182.05,6080.0,9202.83,4088.8,1116.16,30.49,0,0
652,13496.4,0,0,2315.21,6088.43,4525.04,567.72,0,0,0,0,0
653,7347.12,0,0,3658.19,3316.52,372.41,0,0,0,0,0,0
654,12629.07,0,0,4762.2,7387.71,479.15,0,0,0,0,0,0
655,20528.58,0,0,8925.23,5910.04,3691.85,2001.47,0,0,0,0,0
656,10095.4,0,0,0,0,6035.41,2663.91,1396.08,0,0,0,0
657,24.63,0,0,0,0,24.63,0,0,0,0,0,0
658,890.74,481.09,0,0,0,106.3,303.35,0,0,0,0,0
659,10834.04,0,4581.18,6123.34,129.52,0,0,0,0,0,0,0
660,2848.36,0,90.61,2420.74,337.01,0,0,0,0,0,0,0
661,7369.9,0,0,5242.63,2127.27,0,0,0,0,0,0,0
662,2394.72,0,0,598.33,1613.31,183.08,0,0,0,0,0,0
663,16565.41,0,0,1481.99,7887.12,7111.79,84.51,0,0,0,0,0
664,14620.71,0,0,0,2144.4,7654.42,4696.35,125.54,0,0,0,0
665,8254.02,0,0,0,3335.61,3507.25,1411.16,0,0,0,0,0
666,23352.32,0,7945.18,10835.47,2743.91,1827.76,0,0,0,0,0,0
667,48409.96,0,0,8921.9,15551.76,19349.6,4104.08,391.09,91.54,0,0,0
668,21421.3,0,0,2956.04,10846.86,5801.92,1347.11,469.37,0,0,0,0
669,0.0,0,0,0,0,0,0,0,0,0,0,0
670,0.0,0,0,0,0,0,0,0,0,0,0,0
671,498.74,498.74,0,0,0,0,0,0,0,0,0,0
672,0.0,0,0,0,0,0,0,0,0,0,0,0
673,0.0,0,0,0,0,0,0,0,0,0,0,0
674,14377.28,0,0,0,4191.89,5459.98,3990.04,421.74,17.17,296.47,0,0
675,20020.72,0,0,0,0,4414.47,6785.73,1451.29,2331.78,4158.96,878.49,0
676,5413.54,62.07,0,1894.3,3139.17,318.0,0,0,0,0,0,0
677,4465.99,0,0,0,4405.11,60.87,0,0,0,0,0,0
678,5649.05,0,0,0,5548.08,63.25,37.72,0,0,0,0,0
679,5906.8,1036.66,0,0,4529.18,340.97,0,0,0,0,0,0
680,6388.34,0,0,0,5012.36,1375.98,0,0,0,0,0,0
681,1551.04,192.1,0,0,765.56,593.38,0,0,0,0,0,0
682,11979.39,0,0,213.89,4967.21,4836.91,1856.39,104.98,0,0,0,0
683,2224.83,0,0,0,2224.83,0,0,0,0,0,0,0
684,0.0,0,0,0,0,0,0,0,0,0,0,0
685,0.0,0,0,0,0,0,0,0,0,0,0,0
686,5670.84,0,0,1121.02,2662.12,1887.71,0,0,0,0,0,0
687,7542.05,0,0,3913.4,3628.65,0,0,0,0,0,0,0
688,6563.81,0,0,0,4422.83,2048.65,92.33,0,0,0,0,0
689,13182.73,0,0,0,3537.98,7593.69,2051.06,0,0,0,0,0
690,15103.92,0,0,3446.85,5186.16,5471.34,999.58,0,0,0,0,0
691,16759.33,0,0,0,5896.14,8509.4,2353.79,0,0,0,0,0
692,7702.63,0,0,472.34,1512.82,4412.86,1254.5,50.1,0,0,0,0
693,12243.81,0,4057.85,5668.28,2149.66,368.02,0,0,0,0,0,0
694,12652.63,0,4305.59,7123.81,1149.19,74.04,0,0,0,0,0,0
695,21008.6,0,0,7070.48,9532.4,3891.89,513.83,0,0,0,0,0
696,21892.04,138.73,0,285.79,7652.08,10806.08,2738.19,271.17,0,0,0,0
697,6607.44,6607.44,0,0,0,0,0,0,0,0,0,0
698,11384.42,94.98,0,0,0,1405.82,0,0,1350.6,4212.29,3742.5,578.23
699,25406.18,3179.64,0,0,0,0,0,2574.18,4068.4,7262.64,3703.07,4618.25
700,22516.55,16643.06,0,0,0,0,0,0,0,0,2013.79,3859.71
701,42945.41,8259.88,0,0,1214.94,1318.16,1124.72,585.71,441.67,3374.62,13274.37,13351.35
702,34785.8,0,0,0,0,4921.38,5770.11,6759.11,7740.42,6464.46,2991.61,138.73
