ID,predvyber2000_ANO,vodni_nadrz_rozloha,delka_vrstevnic
15632,1,457346.57,234223.21
15633,1,285432.62,189001.23
15650,1,524074.8,308643.04
15656,1,381027.77,168484.21
15675,1,1347154.8,305604.01
15681,1,333480.79,246212.2
15684,1,373535.62,127623.05
15697,1,389702.77,228157.35
15718,1,365874.45,246617.59
15722,1,797072.7,133466.76
15727,1,257546.13,175896.94
15728,1,456695.76,202260.55
15733,1,262060.07,157034.98
15735,1,421337.23,139094.85
15754,1,212714.14,264298.68
15755,1,624025.89,205769.33
15761,1,298979.62,198121.46
15787,1,544892.21,190351.9
15794,1,489749.65,218966.53
15826,1,516740.14,159929.9
15836,1,210778.77,190829.54
15851,1,142486.24,245297.12
15866,1,1383787.67,654310.38
15884,1,372449.25,280250.96
15890,1,266619.38,100447.53
15936,1,400407.91,242859.04
15937,1,364196.61,261681.77
15959,1,424671.0,263927.88
15962,1,521389.76,123728.95
15975,1,541484.12,251497.11
15976,1,370992.82,318105.49
16011,1,599124.19,112381.36
16012,1,368642.64,107419.31
16029,1,728094.82,234321.81
16059,1,609811.3,122817.46
16063,1,715901.46,365365.0
16065,1,663396.67,238633.36
16072,1,344202.21,233490.64
16076,1,475132.98,167656.16
16116,1,956262.62,145029.03
16134,1,376796.93,154195.26
16146,1,288454.65,125680.99
16186,1,201945.93,387032.68
16196,1,711262.39,151126.92
16214,1,591744.64,112940.92
16215,1,334264.96,243414.54
16223,1,370648.23,127179.51
16225,1,365685.29,201289.11
16234,1,227852.15,631263.0
16256,1,409804.23,178882.86
16294,1,370858.78,180093.22
16347,1,262013.58,129872.96
16362,1,249696.9,137831.61
16404,1,234778.02,111097.66
16405,1,102913.85,153202.88
16436,1,500495.08,174490.04
16438,1,293525.14,298834.39
16439,1,360518.29,265871.43
16494,1,513166.5,539143.92
16498,1,499057.58,197418.68
16499,1,633953.36,253091.36
16547,1,217698.56,264360.98
16603,1,257495.97,142557.39
16610,1,281261.98,620717.07
16661,1,256607.25,764098.49
16749,1,442531.83,251541.27
16752,1,249633.88,420203.24
16777,1,576645.82,107915.08
16795,1,472361.18,209813.22
16826,1,563097.69,106585.34
16827,1,303691.96,140643.03
16837,1,323455.15,409677.74
16869,1,397151.13,138405.14
16870,1,285645.89,138180.85
16892,1,448173.79,355564.18
16899,1,1019041.25,212650.18
16900,1,241209.29,297164.07
16939,1,296313.46,127070.07
17028,1,162326.88,142957.17
17089,1,518734.58,271989.01
17176,1,156407.4,267932.82
17219,1,276306.8,266287.5
17260,1,502785.12,173434.93
17284,1,1877813.3,207730.46
17295,1,1383147.65,246973.61
17297,1,1188744.25,199851.07
17337,1,425733.97,195605.49
17453,1,384252.72,466888.32
17466,1,392083.61,153779.29
17487,1,604558.71,125031.32
17529,1,878650.71,179991.64
17550,1,561082.5,337518.31
17560,1,370646.18,160931.86
17563,1,429184.47,235234.38
17588,1,385108.61,156133.78
17593,1,545324.0,114163.3
17595,1,622758.91,123933.57
17598,1,325071.45,226679.51
17619,1,263830.66,150643.88
17620,1,562640.82,125478.45
17621,1,908942.4,349169.65
17624,1,547976.26,148440.45
17627,1,377610.78,192973.58
17628,1,309661.53,185027.49
17634,1,228998.26,313358.84
17635,1,293557.28,317713.21
17636,1,740203.84,174417.65
17637,1,824231.26,165599.07
17638,1,155589.24,351821.96
17651,1,1236706.65,589569.54
17660,1,217265.52,174893.9
17662,1,1546917.66,127105.78
17669,1,538053.27,294469.2
17681,1,214251.15,113599.44
17692,1,325958.14,281002.12
17695,1,124238.65,161807.46
17703,1,288903.5,150093.67
17706,1,309531.44,230641.28
17707,1,347613.92,247067.54
17733,1,414030.19,185717.52
17739,1,938723.67,141044.72
17745,1,271379.28,326665.12
17749,1,355336.35,220269.26
17750,1,381890.39,168670.33
17772,1,383554.82,177252.05
17774,1,1243214.34,195348.38
17792,1,522203.79,219509.36
17814,1,1704704.92,204491.43
17815,1,397027.49,178807.59
17817,1,232606.55,165469.4
17819,1,286589.98,190701.98
17835,1,323469.48,175618.07
17854,1,736879.26,205906.32
17855,1,1521225.14,148814.05
17858,1,192205.91,161694.29
17860,1,200081.86,236709.28
17864,1,411256.85,180730.94
17865,1,402640.95,123567.35
17873,1,396800.81,206714.34
17891,1,255857.65,340960.84
17893,1,531688.12,232919.92
17896,1,272636.33,239555.75
17898,1,190081.98,237403.39
17921,1,208794.65,281959.26
17922,1,289067.41,226334.55
17926,1,260513.12,212666.2
17932,1,222564.76,198457.22
17959,1,360927.75,157501.44
17971,1,658954.69,234779.0
17973,1,201584.25,196419.86
17977,1,281805.44,275796.2
18003,1,666241.62,134157.15
18004,1,494192.0,157703.75
18031,1,296448.04,113854.1
18057,1,256617.54,206202.16
18061,1,256685.81,200272.81
18080,1,110882.32,272645.72
18098,1,392452.77,193416.88
18106,1,579725.61,251350.13
18148,1,703625.86,203276.58
18150,1,397954.48,362559.66
18184,1,758551.16,314446.96
18200,1,244556.37,280690.11
18219,1,477578.79,131604.85
18231,1,1099289.57,311402.04
18232,1,1778285.13,298571.55
18239,1,992576.27,132303.45
18270,1,482086.72,149324.05
18290,1,130269.17,307779.33
18300,1,1257224.16,161675.29
18313,1,258161.57,143213.12
18342,1,376396.7,241803.37
18352,1,195972.77,811006.67
18359,1,714050.53,131717.75
18375,1,895492.74,151228.57
18414,1,257794.93,170543.66
18460,1,360921.06,163277.63
18551,1,295326.72,130900.3
18552,1,353768.5,138291.18
18578,1,115517.1,115655.75
18607,1,550043.12,489457.81
18611,1,480224.05,208256.73
18612,1,625359.7,213511.63
18677,1,538507.44,153442.08
18702,1,357864.52,123962.46
18719,1,235441.23,324914.75
18733,1,385662.14,213565.14
18745,1,458417.66,116939.86
18778,1,459029.02,717993.86
18829,1,253533.36,232233.96
18863,1,457488.24,198784.67
18889,1,366758.56,115979.17
18896,1,455762.49,142316.96
18909,1,718732.27,219309.88
18910,1,566075.48,260382.89
18911,1,283559.1,381810.25
18938,1,845412.1,100466.94
18987,1,348021.2,162711.61
18997,1,324386.14,333261.98
19032,1,291335.06,232410.37
19044,1,1336666.04,111741.6
19121,1,456956.7,279260.89
19140,1,176507.96,231764.7
19206,1,509763.88,144989.99
19271,1,213750.88,116453.79
19296,1,267012.56,146494.84
19365,1,231023.24,709287.01
19403,1,222748.54,485134.67
19422,1,1264536.24,317610.89
19423,1,1183589.46,168534.24
19429,1,250314.51,354108.5
19462,1,415398.17,177662.9
19479,1,323360.85,285311.11
19508,1,250190.81,267896.07
19523,1,1272531.62,163050.53
19581,1,1010926.6,107823.85
19592,1,631319.71,219132.47
19598,1,250816.78,267082.46
19617,1,367952.55,154993.34
19658,1,1783142.4,155854.2
19659,1,189606.29,211760.77
19678,1,1023032.96,122281.46
19687,1,454475.71,161687.18
19688,1,801367.96,134529.75
19690,1,357604.66,216204.52
19718,1,313123.97,209727.37
19723,1,842710.29,110488.73
19725,1,720996.49,112487.85
19727,1,434017.38,165655.67
19751,1,298621.32,173965.43
19759,1,444094.19,191938.39
19760,1,301852.16,170639.82
19768,1,251078.88,315274.89
19769,1,345452.96,220859.55
19770,1,992469.71,167680.29
19771,1,421023.76,272817.8
19783,1,1358735.14,541490.14
19795,1,742751.12,227314.24
19801,1,505824.66,277751.6
19814,1,695168.58,104374.98
19830,1,274451.18,193305.71
19831,1,371558.31,282570.18
19835,1,258218.14,166488.31
19837,1,332364.12,268834.76
19838,1,250926.79,226776.23
19856,1,707615.28,125525.2
19864,1,570927.93,169362.44
19865,1,603563.3,188073.93
19872,1,426670.58,141822.24
19877,1,312490.93,291755.58
19882,1,373510.32,168179.46
19904,1,289000.56,204994.5
19906,1,932016.22,228316.08
19909,1,516767.39,307983.72
19927,1,839626.83,207160.11
19948,1,915560.31,214311.63
19950,1,285769.33,176723.68
19951,1,778798.77,219503.46
19955,1,493287.85,105316.82
19965,1,340573.48,250806.04
19990,1,554463.01,213246.42
19991,1,1604855.26,143743.12
19999,1,423642.42,162197.76
20000,1,235395.32,137850.19
20006,1,243868.52,135324.63
20029,1,431946.78,230695.8
20031,1,786488.27,126669.52
20055,1,237112.99,271674.25
20056,1,279646.61,238548.07
20057,1,298231.77,229436.72
20059,1,287983.59,212472.16
20065,1,230552.2,169444.44
20070,1,515024.1,376069.98
20102,1,394291.62,274531.27
20104,1,399210.43,172166.06
20108,1,274672.01,294035.31
20122,1,617938.48,216547.72
20131,1,504679.71,108325.13
20132,1,512100.33,178222.18
20133,1,260457.35,210644.13
20134,1,1929980.0,515014.11
20138,1,196855.54,242037.85
20192,1,166027.12,141691.84
20208,1,118772.42,247064.19
20225,1,270202.46,200723.86
20264,1,254547.17,394957.39
20267,1,274053.48,190076.08
20281,1,364799.7,224931.71
20284,1,463609.3,319791.56
20315,1,516912.35,331445.71
20347,1,491327.3,116875.07
20361,1,978398.28,335276.7
20362,1,1808607.55,279154.7
20366,1,103596.38,268578.34
20369,1,934809.44,153658.42
20397,1,306305.57,170929.81
20398,1,349893.33,147591.35
20417,1,150644.71,308304.81
20422,1,281904.55,130417.94
20428,1,946804.81,151815.43
20470,1,534551.88,223739.78
20479,1,190284.88,852194.7
20487,1,368514.77,238670.63
20499,1,208260.92,438462.38
20518,1,394243.36,179776.71
20577,1,807103.49,178648.58
20593,1,364935.8,169513.79
20608,1,160170.33,118580.83
20684,1,260975.07,191981.66
20685,1,300104.03,169931.95
20686,1,436587.58,149832.99
20693,1,258964.17,622249.59
20734,1,861638.89,516169.4
20738,1,356732.31,190076.45
20739,1,696928.68,211119.41
20789,1,1632836.03,160356.89
20848,1,441015.86,120913.07
20855,1,368836.93,191482.09
20857,1,276781.3,308920.88
20863,1,341921.58,197182.65
20881,1,771343.29,111210.84
20946,1,184232.17,137880.84
21040,1,679557.33,246275.3
21069,1,376273.66,104766.85
21091,1,1394704.84,154009.5
21118,1,358823.64,144843.25
21142,1,190453.07,176213.16
21145,1,1050620.56,103620.91
21165,1,268223.82,220912.43
21176,1,290543.57,199795.92
21256,1,456956.7,252463.75
21277,1,177023.44,228724.97
21517,1,364873.51,261602.81
21518,1,153137.86,353716.24
21553,1,1446303.6,278697.22
21561,1,232828.5,286431.76
21572,1,1909418.86,263674.09
21592,1,386972.08,206279.7
21638,1,259692.63,279203.95
21652,1,619435.96,255205.71
21728,1,487936.82,117091.95
21748,1,228171.53,221378.0
21783,1,208711.47,263844.68
21791,1,431709.03,252828.13
21792,1,194454.48,212804.48
21814,1,886141.31,168007.13
21823,1,764340.68,161734.45
21824,1,733536.26,135162.33
21826,1,408238.75,190738.05
21850,1,479319.47,196103.84
21851,1,349611.11,231837.67
21857,1,1463675.15,102214.53
21858,1,1212978.0,101385.97
21859,1,397168.28,168582.08
21860,1,426496.43,184717.28
21862,1,509230.06,165137.0
21884,1,261761.68,193066.94
21890,1,376150.14,185633.91
21891,1,304089.48,182488.38
21892,1,440254.19,222490.0
21898,1,306722.38,262949.75
21899,1,735925.77,162082.76
21900,1,821340.08,222939.31
21924,1,225168.32,169160.99
21927,1,588954.15,123483.84
21929,1,903099.57,192920.72
21933,1,290897.77,206171.46
21936,1,295059.57,276691.68
21939,1,316482.68,148128.45
21967,1,349120.66,317141.45
21974,1,150895.86,139854.2
21976,1,317272.74,261098.38
21978,1,315248.79,228232.86
21979,1,250006.54,269225.87
22001,1,370103.96,162704.68
22003,1,344359.46,174518.95
22009,1,988752.31,127763.93
22020,1,277049.3,191629.07
22021,1,310265.25,179969.12
22047,1,1445896.67,150116.08
22049,1,427468.51,303288.3
22052,1,546569.55,282812.47
22066,1,857552.52,167153.42
22087,1,1197666.75,204489.68
22089,1,766571.78,193600.55
22090,1,315629.71,241674.12
22092,1,504120.92,104702.59
22102,1,362205.0,240480.25
22104,1,390326.43,337020.13
22127,1,1697543.73,145182.38
22128,1,537720.5,166476.72
22136,1,416993.96,139691.24
22137,1,297879.48,158284.61
22142,1,313249.41,133894.07
22144,1,404791.85,220539.54
22159,1,247327.25,272018.48
22166,1,482802.03,225474.69
22168,1,508819.7,144034.85
22196,1,250178.43,224730.7
22204,1,312074.63,236206.62
22240,1,241120.89,193507.11
22244,1,774606.45,163843.65
22279,1,334716.12,114359.29
22280,1,517961.75,155641.12
22281,1,416784.08,172309.05
22288,1,134984.56,291612.84
22341,1,303649.23,153704.5
22352,1,250443.23,349114.56
22376,1,650627.52,159695.09
22399,1,293787.88,166301.61
22415,1,255292.74,450194.19
22418,1,404334.94,139279.96
22433,1,520678.16,246506.88
22435,1,280736.56,338673.59
22437,1,761362.99,358418.73
22466,1,655695.14,258998.89
22488,1,190675.16,132263.33
22514,1,611616.46,331638.0
22515,1,1645595.98,252844.67
22516,1,780533.65,313480.0
22522,1,374099.88,189795.83
22558,1,299470.27,158572.03
22578,1,153724.8,357102.5
22597,1,227740.21,407837.78
22627,1,243217.08,183546.48
22628,1,331660.84,224351.27
22637,1,268244.44,612394.9
22642,1,776155.57,187763.17
22657,1,701411.31,142242.27
22671,1,384397.26,167761.22
22701,1,280926.39,158244.55
22714,1,342501.72,124692.81
22732,1,600284.49,247749.75
22733,1,663495.51,131213.79
22747,1,414354.01,166553.91
22763,1,260198.18,108470.13
22840,1,252951.42,102833.44
22841,1,259275.89,161737.51
22842,1,245197.92,211921.43
22895,1,339509.31,223209.02
22896,1,567261.26,227126.82
23002,1,574665.58,143400.63
23010,1,469145.7,209011.74
23013,1,278147.93,291134.66
23019,1,261368.96,190836.12
23037,1,732244.56,120749.11
23198,1,641919.19,211898.5
23224,1,377891.76,119595.15
23246,1,562589.1,177898.51
23273,1,364000.8,207427.22
23301,1,673221.56,112748.12
23321,1,236546.32,231587.07
23329,1,290543.57,217397.73
23331,1,990749.55,120227.34
23370,1,249134.85,258850.1
23407,1,365499.49,331136.79
23408,1,446728.33,281827.55
23449,1,985606.09,113234.91
23491,1,791897.24,151105.6
23582,1,243615.61,122976.2
23670,1,190512.19,319525.32
23671,1,323655.74,301366.55
23707,1,1563197.19,234018.1
23709,1,791829.63,282206.53
23725,1,1165217.89,205734.57
23747,1,316684.55,199279.78
23768,1,511180.47,138223.8
23799,1,332217.42,179661.05
23881,1,547660.63,129026.6
23901,1,696990.34,104353.01
23934,1,183929.14,250285.69
23942,1,394614.04,217276.0
23943,1,226335.43,225202.42
23967,1,748738.65,253949.38
23975,1,813221.57,163677.88
23976,1,581422.46,144177.99
24005,1,450482.37,170426.59
24012,1,901250.1,114857.17
24014,1,491593.69,136964.0
24015,1,418323.07,188125.56
24039,1,329877.14,186437.54
24040,1,451941.16,127528.95
24041,1,418512.63,183756.07
24046,1,412467.38,185346.6
24047,1,258720.17,204569.36
24052,1,225688.58,304808.89
24053,1,317858.3,301192.22
24054,1,769368.7,159319.73
24055,1,754557.68,179535.63
24077,1,129042.66,162794.99
24080,1,278816.92,155844.43
24082,1,1162102.49,157385.3
24089,1,476236.29,273019.93
24091,1,405998.58,151801.1
24117,1,169993.3,403668.74
24119,1,346701.63,332758.48
24126,1,290280.75,137604.93
24130,1,355705.75,265004.59
24152,1,229956.3,196290.11
24155,1,369443.29,178163.97
24156,1,201456.79,194685.99
24160,1,982672.64,130627.79
24167,1,243843.56,326190.57
24173,1,300333.49,206454.41
24174,1,353720.74,173489.33
24197,1,384292.27,175499.51
24198,1,1396573.25,160067.21
24200,1,435894.13,203267.15
24201,1,916282.02,312109.81
24214,1,792479.08,174304.22
24236,1,1207534.12,222452.96
24238,1,839336.17,183803.24
24240,1,315052.13,193570.04
24242,1,495359.16,136538.95
24253,1,267903.58,224007.76
24256,1,474107.39,316825.84
24261,1,514539.09,164657.53
24284,1,987532.06,173662.9
24285,1,1165571.59,151849.94
24290,1,216107.46,252584.35
24293,1,276866.68,128228.07
24294,1,445826.69,178861.99
24299,1,352464.31,197920.98
24301,1,401693.84,212029.57
24327,1,285167.4,232014.52
24328,1,269305.86,178820.99
24352,1,208923.77,298931.67
24358,1,295667.08,189956.91
24361,1,312284.45,224355.31
24399,1,179927.29,254421.03
24403,1,735505.44,190249.64
24440,1,563408.55,151326.81
24441,1,566591.73,147909.81
24502,1,247856.8,147083.02
24516,1,252013.79,329169.84
24537,1,592394.56,188158.52
24546,1,579536.69,288228.35
24559,1,266604.69,211693.28
24573,1,252554.77,484748.21
24587,1,196550.16,261153.54
24592,1,692014.56,208571.36
24593,1,278983.42,314896.98
24626,1,755849.87,285831.01
24633,1,455500.44,224571.31
24646,1,214535.68,146107.04
24669,1,335661.08,298478.57
24670,1,1252898.55,277355.5
24671,1,1443899.16,318506.32
24678,1,991883.32,149448.75
24714,1,444248.33,153843.66
24732,1,102713.89,300673.64
24739,1,263486.28,137466.33
24745,1,1195980.59,219002.84
24756,1,455281.18,390504.46
24786,1,331926.82,224917.66
24787,1,330638.64,208957.6
24795,1,205567.78,731863.62
24800,1,811733.25,137970.03
24816,1,854646.69,137798.88
24859,1,275077.37,162189.81
24880,1,507214.31,468038.26
24890,1,1126774.43,124341.13
24921,1,259190.36,168001.09
25001,1,289251.9,160300.35
25053,1,290815.67,251192.45
25054,1,408024.9,221373.05
25122,1,413888.03,153159.19
25164,1,189307.22,397683.69
25178,1,260033.25,209700.68
25359,1,636077.1,224952.2
25438,1,344800.66,182100.44
25458,1,180767.78,658450.39
25485,1,275087.58,233541.97
25532,1,241970.75,268206.6
25566,1,360587.58,151258.24
25569,1,263489.62,372215.55
25610,1,996726.92,188856.5
25651,1,594946.48,148896.89
25652,1,629304.85,102612.43
25744,1,245138.36,126331.3
25755,1,270138.53,518539.72
25832,1,477556.93,279900.21
25864,1,1397505.83,222795.71
25871,1,1472353.7,140341.31
25922,1,443121.91,213414.09
25924,1,388730.84,144873.49
25938,1,299720.26,286584.35
25972,1,255101.13,170730.94
26018,1,996201.92,191214.83
26085,1,340754.16,236000.83
26115,1,1327213.14,219451.71
26116,1,1685652.64,177699.49
26118,1,221103.88,195941.45
26138,1,322297.41,136690.23
26141,1,321326.91,164437.72
26144,1,1012285.83,145928.17
26145,1,354697.03,163514.28
26146,1,1158056.74,121647.85
26149,1,366973.72,249227.87
26171,1,906102.62,107802.21
26174,1,528700.41,138478.61
26180,1,744627.13,113777.86
26182,1,584245.91,123930.71
26194,1,202710.04,349628.08
26209,1,253777.81,237242.52
26211,1,1170437.81,133477.08
26212,1,703537.86,152926.59
26213,1,212117.0,165047.95
26217,1,447789.66,107686.74
26218,1,430077.94,172054.11
26220,1,418717.73,209392.08
26221,1,256074.92,173080.52
26226,1,750550.38,159872.34
26227,1,660702.68,189304.97
26245,1,1245403.25,505142.22
26248,1,440483.36,364317.5
26255,1,181335.67,177778.27
26264,1,615803.98,287379.57
26266,1,269024.94,186206.89
26285,1,355421.3,263338.58
26296,1,243719.9,156738.49
26300,1,324683.18,225511.61
26301,1,356652.36,231073.61
26303,1,475329.09,300728.22
26328,1,1261769.6,188701.19
26339,1,262419.53,321799.61
26343,1,590614.36,225624.72
26344,1,288688.23,150114.55
26372,1,249457.19,219377.65
26385,1,484546.37,299149.76
26390,1,531519.14,190247.68
26414,1,1672118.34,241345.59
26417,1,220856.98,161434.47
26419,1,305836.85,139306.93
26435,1,252371.08,198515.89
26455,1,742460.64,235116.44
26456,1,866858.0,158877.79
26457,1,374186.85,220271.79
26459,1,540173.79,146259.52
26465,1,458826.45,189769.2
26471,1,453054.73,164098.88
26492,1,620356.94,218751.52
26497,1,257363.44,242780.21
26525,1,379851.36,224367.75
26541,1,338660.47,468527.05
26560,1,269155.03,167449.44
26571,1,269466.21,183538.08
26603,1,640002.36,126631.82
26604,1,479911.52,146043.38
26624,1,372060.42,310514.25
26629,1,316551.13,114757.0
26661,1,207076.14,111873.14
26670,1,367952.95,271979.27
26672,1,301613.66,287044.83
26680,1,109199.37,310569.43
26698,1,525326.96,156957.41
26707,1,549624.3,250309.51
26738,1,378848.13,111023.97
26788,1,885046.91,107692.97
26792,1,865197.52,358470.03
26803,1,339655.57,270313.21
26807,1,511541.62,177438.76
26827,1,623307.38,157422.86
26847,1,1356018.68,137614.43
26861,1,374642.33,135721.26
26873,1,308628.0,128272.12
26893,1,132353.44,328690.16
26938,1,264179.1,118945.62
26947,1,341043.25,186699.17
26949,1,366210.99,204292.59
26958,1,227852.15,705523.42
26965,1,707012.83,110561.6
26971,1,310023.05,503946.03
26979,1,835316.84,160893.98
27016,1,259792.32,183957.51
27148,1,1382074.97,210021.53
27153,1,390966.78,126026.55
27154,1,434371.77,134585.42
27156,1,413706.55,196815.84
27157,1,361040.84,192680.57
27209,1,509844.72,525778.3
27213,1,456070.11,195923.65
27214,1,644350.8,250982.39
27260,1,259631.82,102540.57
27306,1,234905.52,110402.0
27381,1,424401.94,770717.86
27473,1,176614.15,460739.21
27496,1,412398.23,116143.6
27512,1,699816.88,273022.29
27513,1,483060.14,216880.82
27542,1,796219.69,102801.97
27589,1,535794.39,101933.45
27618,1,275186.32,139124.76
27620,1,1061936.8,130501.12
27621,1,243875.89,214565.67
27650,1,1335374.16,145296.77
27751,1,297593.28,122879.93
27813,1,416130.36,126417.16
27831,1,286361.92,541051.02
27897,1,154311.48,153954.31
27975,1,525134.18,188184.1
28002,1,1103891.35,300487.65
28009,1,1449108.45,164816.99
28059,1,415591.21,212873.79
28061,1,355867.18,177264.07
28122,1,1025298.26,178082.33
28138,1,257016.69,148130.68
28161,1,889723.17,195721.38
28168,1,316705.02,133649.12
28186,1,366544.63,234331.78
28192,1,422221.99,266833.41
28216,1,320936.92,253186.49
28217,1,628343.83,131636.41
28225,1,244307.04,260462.51
28248,1,189722.85,338075.58
28257,1,483366.69,225711.7
28259,1,190471.55,227406.83
28280,1,591746.59,126798.46
28283,1,322266.49,131720.17
28287,1,1207200.89,123561.64
28288,1,391855.39,168456.47
28289,1,1249924.2,116644.35
28291,1,395288.68,165635.19
28292,1,369345.74,215876.16
28313,1,826443.72,118593.58
28321,1,324395.46,106252.7
28322,1,957272.02,111021.9
28324,1,632646.6,120854.42
28328,1,344078.12,191108.01
28336,1,254281.59,237014.65
28356,1,1390621.72,151926.66
28357,1,1025761.75,126727.04
28359,1,1020172.94,108275.88
28362,1,313799.41,113821.47
28363,1,934238.46,120267.67
28364,1,757329.8,138943.95
28365,1,380908.55,206159.78
28366,1,347970.89,172984.06
28372,1,373368.32,185839.31
28373,1,857986.33,186475.76
28390,1,1369683.1,488155.3
28394,1,273328.91,405573.15
28395,1,186619.37,429547.87
28401,1,200207.54,167302.08
28402,1,759403.41,207817.25
28409,1,612596.32,264097.15
28435,1,192839.66,298897.25
28438,1,393622.44,250371.6
28445,1,230899.34,163032.54
28448,1,260292.38,216942.87
28449,1,295914.54,226358.1
28451,1,481747.37,279320.77
28467,1,725519.39,107756.43
28472,1,602522.05,168132.19
28485,1,286916.22,289590.6
28489,1,758102.14,230180.34
28490,1,278164.64,156433.76
28517,1,319046.64,201284.91
28519,1,360453.06,221234.27
28560,1,914933.39,252501.13
28565,1,562423.43,119823.9
28600,1,354889.87,237975.32
28601,1,1040418.11,161718.24
28602,1,411707.98,215631.11
28603,1,509100.75,134876.84
28609,1,473874.88,174185.29
28614,1,234812.96,144588.92
28636,1,652584.41,214641.37
28638,1,403774.84,141005.58
28642,1,234093.82,211543.4
28664,1,103203.2,280019.06
28666,1,365847.8,192816.59
28668,1,276495.43,202657.01
28671,1,318366.26,255142.96
28675,1,215659.16,161907.92
28680,1,369209.52,366453.78
28734,1,617281.39,212588.2
28743,1,487682.01,106598.56
28744,1,493209.66,163934.94
28746,1,1079055.19,551395.97
28766,1,345066.9,311723.42
28800,1,206278.56,123191.74
28811,1,373751.43,241469.12
28812,1,314849.26,305431.82
28819,1,119426.66,286265.55
28835,1,501403.67,224990.12
28838,1,364004.63,170467.58
28883,1,327409.92,119826.98
28884,1,156836.71,205835.41
28904,1,421147.04,319672.56
28933,1,513018.0,134413.84
28936,1,507033.51,357861.6
28970,1,794545.13,145661.08
28983,1,948532.11,344035.63
28984,1,1799928.11,280612.32
28987,1,100631.1,258905.78
28990,1,1139331.75,167036.4
29004,1,374969.07,109856.4
29017,1,445116.41,128029.63
29018,1,199463.43,371012.88
29037,1,158751.53,360541.28
29051,1,371585.87,409023.18
29054,1,232464.03,238245.51
29061,1,356910.06,247649.35
29094,1,203926.17,182611.04
29103,1,223581.6,776478.12
29111,1,602657.35,249020.33
29116,1,327574.85,488173.34
29122,1,490551.99,486233.38
29169,1,280813.58,129790.37
29218,1,359111.78,127652.05
29304,1,301609.04,132789.92
29305,1,331326.67,177838.51
29306,1,290154.28,236845.31
29307,1,433292.15,195728.23
29363,1,382684.72,170762.95
29364,1,646808.39,240746.71
29410,1,1354839.89,105326.88
29413,1,116667.84,143139.78
29471,1,275339.81,144548.01
29480,1,277979.6,282052.46
29571,1,163270.45,151663.34
29622,1,233326.29,268937.92
29646,1,282667.5,103322.6
29664,1,678161.0,210769.59
29694,1,402945.69,115616.5
29767,1,277885.88,145576.5
29770,1,1059695.02,135846.24
29771,1,247193.02,174653.72
29869,1,589324.74,221040.09
29878,1,515529.0,225972.0
29903,1,298423.41,108948.03
30053,1,108938.12,165303.24
30134,1,407931.07,200026.3
30135,1,145334.71,264605.11
30182,1,528270.66,296572.14
30199,1,1613487.07,268452.08
30219,1,386249.89,237745.95
30256,1,1056896.25,165435.48
30321,1,918439.63,210924.35
30331,1,254787.76,219603.06
30349,1,395970.06,259028.7
30358,1,418586.96,119253.48
30381,1,234655.44,227753.73
30408,1,221870.51,277353.73
30417,1,394625.16,227658.71
30420,1,189791.57,224041.62
30450,1,571734.33,158287.88
30451,1,738009.7,135359.92
30453,1,456716.25,147441.75
30454,1,365050.09,204617.4
30474,1,263739.9,196495.45
30479,1,641688.36,190978.15
30486,1,1179051.81,101566.59
30488,1,351831.59,160065.49
30499,1,314093.81,166218.52
30518,1,888552.15,174216.58
30519,1,1432176.07,110059.52
30521,1,794186.08,128163.99
30526,1,415043.25,191624.21
30531,1,745145.04,172563.56
30553,1,410241.11,388689.31
30555,1,345257.32,355660.02
30557,1,108425.88,191795.2
30561,1,774931.62,187143.73
30596,1,238052.33,341119.15
30599,1,445656.85,278520.41
30605,1,325513.53,111389.65
30609,1,372074.27,245053.32
30611,1,342584.59,217139.9
30634,1,407533.6,158166.27
30635,1,1449275.3,149062.87
30641,1,983058.27,111071.66
30646,1,248232.07,299566.45
30651,1,313420.86,193016.39
30678,1,255855.76,204061.34
30682,1,261597.28,281228.94
30691,1,384617.76,284749.0
30716,1,1163695.67,239093.95
30717,1,380394.04,157886.28
30720,1,169125.41,244678.65
30721,1,540971.32,111281.22
30755,1,268445.51,294545.05
30757,1,1207831.07,164505.91
30758,1,477696.71,203737.32
30759,1,454106.8,154428.93
30765,1,555983.27,153578.73
30770,1,335849.3,144456.66
30790,1,697019.92,213938.53
30819,1,248954.32,186508.28
30827,1,385021.2,226883.44
30830,1,246899.41,133645.31
30862,1,302070.74,182825.79
30866,1,261712.8,208553.26
30899,1,335809.11,115909.15
30900,1,497327.93,154972.26
30901,1,398222.42,175056.43
30923,1,294140.47,312894.87
30954,1,308775.39,242758.93
30966,1,489570.76,218208.31
30967,1,258034.82,313714.63
30992,1,653613.61,142771.71
31005,1,483537.65,340863.35
31038,1,410291.01,158233.06
31054,1,540856.88,220412.95
31056,1,236676.07,310911.51
31087,1,781706.61,314906.17
31118,1,772868.73,102031.2
31133,1,582502.16,320660.58
31134,1,1633129.11,267039.32
31141,1,768404.27,202159.41
31171,1,308525.98,141374.51
31172,1,245550.8,265902.03
31194,1,161831.62,398321.24
31207,1,973450.61,305740.26
31209,1,232464.03,295667.94
31214,1,586423.75,226411.72
31258,1,828993.21,176867.42
31263,1,241645.34,448391.24
31274,1,698247.0,155668.13
31317,1,271118.6,140396.28
31367,1,414665.52,133600.8
31381,1,155935.72,109615.36
31424,1,147102.01,126099.84
31452,1,552069.2,188172.03
