ID,predvyber2000_ANO,vodni_nadrz_rozloha,delka_vrstevnic
2354,1,564114.87,123200.34
2410,1,297210.35,259415.14
2440,1,892354.45,205177.31
2448,1,552480.47,141417.41
2450,1,328254.33,184676.67
2451,1,891400.89,233020.51
2475,1,599636.28,176881.49
2481,1,926117.04,105922.12
2482,1,650514.28,167866.07
2484,1,1174219.59,103517.26
2485,1,435975.36,172678.95
2508,1,144844.76,393314.58
2517,1,630542.93,115670.31
2521,1,337744.18,175660.94
2522,1,308158.26,176525.75
2530,1,659000.51,147448.35
2531,1,735699.0,195047.23
2550,1,310752.88,162789.57
2552,1,105381.27,206752.53
2553,1,736694.65,111631.71
2555,1,593840.22,202119.48
2558,1,495073.59,182929.17
2560,1,272050.07,215852.12
2563,1,515571.16,155161.03
2594,1,355340.83,334389.65
2630,1,271254.52,155757.73
2639,1,903315.35,139667.37
2643,1,621611.38,197102.55
2645,1,232472.26,264592.53
2650,1,259006.79,199961.16
2670,1,297618.21,172297.78
2673,1,214803.68,293903.46
2675,1,560829.62,233152.42
2685,1,217585.3,307601.26
2690,1,909134.25,161544.53
2714,1,997739.82,202457.53
2716,1,360914.15,202698.81
2718,1,525909.83,248536.56
2721,1,514943.05,114597.93
2729,1,278842.61,244522.09
2731,1,429638.29,318061.91
2752,1,291874.27,355528.31
2801,1,530431.78,142243.09
2828,1,195754.21,357279.09
2830,1,272105.3,209810.78
2836,1,407552.17,251625.19
2863,1,281173.09,175329.29
2864,1,357474.38,196410.03
2869,1,294502.65,274188.05
2874,1,185526.1,207691.77
2921,1,389917.38,257165.7
2927,1,507453.92,458508.8
2948,1,281122.18,157602.85
2975,1,292660.37,228979.51
2989,1,291292.29,311237.3
3010,1,385349.45,189997.74
3016,1,214894.6,252951.1
3048,1,475055.16,460850.93
3051,1,660520.66,122464.53
3065,1,283297.62,306678.95
3067,1,287281.01,273242.04
3145,1,881571.55,355350.81
3146,1,1390238.57,241931.17
3147,1,775285.87,291564.23
3155,1,361294.27,190344.46
3196,1,258903.55,336345.63
3202,1,546457.49,213361.75
3210,1,314315.8,296768.36
3268,1,190708.99,224592.76
3292,1,746981.67,134939.71
3293,1,431178.86,189903.53
3322,1,221092.35,421272.13
3366,1,596989.45,280137.38
3367,1,652038.61,130517.92
3380,1,271301.33,185667.78
3396,1,597086.83,111004.41
3451,1,162227.41,120599.99
3526,1,248766.83,313956.46
3530,1,570129.81,214978.61
3578,1,1538037.67,226885.29
3587,1,246382.32,282804.17
3616,1,243673.48,104368.49
3630,1,1314684.89,121278.35
3633,1,203305.4,111073.4
3670,1,1495498.09,115818.77
3808,1,330661.09,101674.87
3831,1,660434.19,241012.47
3832,1,678704.82,288227.99
3905,1,319693.11,199723.64
3911,1,242240.18,166432.73
3915,1,216263.38,106681.7
3930,1,418354.23,107599.66
3951,1,219356.52,196984.64
3964,1,861566.36,129636.4
3977,1,280250.15,148386.43
3993,1,303025.11,132628.46
4038,1,276081.47,320046.0
4122,1,254282.31,182279.63
4204,1,894780.46,164818.69
4300,1,159297.01,374829.75
4334,1,1169473.13,188501.38
4389,1,324586.74,317904.44
4391,1,281936.4,296941.68
4395,1,289673.97,110258.9
4415,1,124489.79,154805.38
4426,1,902376.06,147422.19
4433,1,1656874.68,141790.38
4477,1,254863.3,115544.44
4500,1,894646.89,193330.66
4508,1,266749.1,223708.19
4536,1,202559.55,206311.9
4562,1,256507.49,322565.05
4568,1,1469096.79,166630.74
4586,1,507210.72,324266.95
4587,1,1076932.81,144333.15
4596,1,414756.81,158419.85
4598,1,269540.7,208903.66
4599,1,1235704.97,216878.96
4600,1,227853.18,243170.44
4624,1,145952.84,136859.07
4625,1,565317.37,154973.23
4631,1,1267801.62,102891.52
4632,1,401453.47,188683.98
4633,1,662749.57,122686.92
4634,1,266058.74,189126.37
4661,1,282252.72,170515.02
4667,1,814419.89,112010.02
4672,1,450520.4,171817.51
4673,1,272503.17,180653.94
4682,1,274047.93,238516.14
4683,1,906779.65,151634.36
4684,1,398122.84,273828.35
4696,1,1331326.72,579333.48
4704,1,126274.07,183684.55
4706,1,1536073.24,114819.96
4707,1,486996.59,224528.16
4713,1,276554.61,211640.0
4714,1,414474.52,268440.18
4743,1,271430.52,363744.15
4745,1,103173.03,411980.38
4748,1,386654.77,290027.48
4752,1,245324.92,180759.1
4770,1,883568.0,128250.95
4779,1,341713.1,155489.58
4780,1,396732.85,207244.62
4787,1,395851.16,154517.77
4790,1,335309.55,207445.77
4791,1,576135.41,200200.55
4793,1,440108.13,287764.41
4797,1,364504.16,184505.08
4825,1,1317494.96,289752.31
4833,1,264509.86,312503.37
4841,1,903309.84,204894.94
4865,1,822750.69,193899.96
4866,1,952820.23,190745.35
4868,1,374880.28,220181.18
4873,1,505190.69,108011.71
4901,1,284997.48,309396.27
4903,1,294865.25,245061.06
4931,1,359912.13,240067.01
4952,1,809780.28,122166.65
4979,1,584152.5,216970.27
4983,1,284214.86,229976.3
4988,1,283532.94,177523.26
5014,1,387026.58,168812.74
5015,1,270597.77,195814.8
5026,1,445929.34,239548.32
5066,1,157466.96,281530.69
5070,1,668902.66,226077.89
5120,1,345994.93,235656.22
5139,1,117954.05,223213.94
5168,1,269766.49,218081.57
5195,1,475339.49,359632.74
5199,1,478599.73,182010.58
5217,1,423909.27,327937.26
5222,1,818092.24,342169.75
5254,1,204348.28,294789.73
5296,1,320753.58,159239.4
5301,1,878253.39,341854.95
5302,1,1737440.4,251152.43
5303,1,245492.48,286392.52
5310,1,664620.74,157179.53
5329,1,1036230.56,162321.58
5348,1,297976.46,243673.3
5356,1,264724.27,322606.48
5361,1,267807.37,159957.25
5367,1,613447.76,143826.55
5410,1,553226.25,244964.0
5417,1,190708.99,296336.94
5454,1,203317.84,191555.26
5514,1,816747.91,191737.23
5515,1,618481.24,129398.46
5529,1,233265.09,191589.24
5544,1,526447.05,115697.06
5601,1,167747.91,131447.84
5645,1,102994.26,149202.4
5739,1,429450.99,182877.7
5786,1,222279.99,188736.89
5791,1,634658.94,181186.69
5959,1,255888.37,119395.88
5982,1,508306.97,328503.25
6055,1,356130.56,137459.58
6101,1,350450.4,181954.88
6120,1,461122.78,262076.55
6127,1,379069.08,171338.45
6144,1,354304.69,146346.8
6157,1,944349.11,228460.12
6192,1,289902.72,286467.54
6222,1,264485.54,111334.48
6281,1,367863.62,165344.18
6546,1,297736.82,254343.88
6570,1,120771.43,185191.25
6626,1,251208.49,130362.04
6642,1,385186.59,506521.09
6651,1,1022330.22,191309.1
6657,1,402036.04,161935.5
6677,1,307707.51,144331.88
6719,1,641889.14,188568.05
6720,1,275026.66,228915.27
6738,1,628071.8,311042.19
6749,1,403953.38,236525.44
6751,1,231833.95,235138.94
6776,1,144974.82,165142.52
6778,1,403902.01,145972.88
6784,1,1348159.63,122343.29
6785,1,346602.68,194552.22
6786,1,585893.7,132785.53
6787,1,294703.14,174867.49
6789,1,368571.86,243427.38
6809,1,375110.11,266249.23
6813,1,218098.12,149039.23
6814,1,547861.05,128397.43
6815,1,492481.93,296268.66
6818,1,942408.0,104784.23
6819,1,902125.77,106914.16
6820,1,483199.9,135398.76
6822,1,386206.4,175259.7
6823,1,328496.7,204638.34
6828,1,211537.93,324424.49
6831,1,721006.39,154569.23
6832,1,209217.75,347694.98
6843,1,1216941.13,621883.35
6850,1,490011.3,159166.58
6852,1,1473492.96,132955.2
6859,1,261489.4,210597.05
6860,1,351830.49,292097.51
6888,1,154178.71,446525.56
6889,1,106305.48,179947.64
6896,1,272806.73,157159.68
6927,1,165374.48,208300.15
6932,1,901533.54,147819.11
6936,1,435308.41,213880.0
6939,1,415325.98,315539.49
6943,1,379808.72,183910.1
6964,1,289653.54,186520.88
6966,1,1395155.85,182748.65
6970,1,1310518.92,322982.78
6975,1,245111.62,326079.68
6981,1,480809.58,226524.66
6982,1,473460.59,244429.18
7006,1,1506449.45,193828.24
7008,1,311820.76,194261.27
7009,1,228869.3,253425.22
7013,1,293852.87,210093.15
7023,1,281804.18,233748.55
7027,1,229952.32,278117.33
7030,1,402965.12,161846.33
7046,1,289590.89,373302.35
7052,1,265516.14,238650.38
7057,1,325250.99,127939.6
7089,1,265998.74,351634.88
7091,1,474753.05,235227.01
7095,1,461835.61,228296.12
7100,1,265498.43,173081.01
7103,1,289700.61,131167.98
7124,1,570147.1,208304.02
7157,1,488664.43,180663.45
7185,1,130737.79,100010.75
7198,1,519138.7,138556.63
7206,1,176541.6,288586.52
7239,1,269268.5,166546.15
7261,1,371005.23,241770.36
7264,1,445105.76,190593.6
7283,1,111724.59,237819.06
7311,1,597212.6,255470.36
7334,1,418229.18,341500.29
7338,1,313264.64,223740.27
7344,1,687161.61,140714.23
7351,1,462131.27,218388.81
7353,1,374951.39,342444.74
7357,1,123568.71,393757.79
7387,1,729034.55,104731.75
7388,1,838415.47,105910.35
7406,1,235359.95,267200.56
7426,1,139096.49,110320.09
7438,1,708578.22,319656.73
7439,1,759643.06,303544.41
7440,1,1713381.75,273693.16
7446,1,298434.77,212051.29
7447,1,595404.12,138715.71
7450,1,490494.26,164781.98
7485,1,959682.86,188837.88
7495,1,122092.01,297213.07
7506,1,613121.02,164245.23
7517,1,258740.88,138369.07
7554,1,173804.49,432046.92
7565,1,803131.79,145010.26
7580,1,940937.72,139428.64
7592,1,367341.13,202794.77
7650,1,656937.41,135648.89
7664,1,453209.56,171326.08
7679,1,1006026.11,121616.97
7780,1,106446.4,131878.96
7812,1,258360.51,402199.07
7873,1,424876.5,222681.04
7904,1,344754.82,130692.7
7922,1,222149.07,309546.83
7949,1,437817.23,116692.02
7984,1,284892.92,650503.56
8029,1,249906.57,720174.45
8096,1,480862.0,116930.0
8115,1,326945.0,309515.6
8116,1,637028.24,255981.42
8118,1,309802.13,401100.88
8124,1,230467.16,120830.6
8136,1,175631.78,115756.36
8192,1,349297.49,156728.27
8205,1,312652.19,355913.84
8238,1,291266.87,189279.84
8264,1,381562.74,237442.49
8282,1,365089.86,151684.48
8329,1,296529.69,244568.94
8419,1,233440.5,213628.52
8421,1,540580.83,154490.4
8449,1,477797.58,280667.94
8529,1,112299.41,225157.23
8570,1,290727.98,275025.48
8604,1,223054.11,180887.05
8650,1,684030.74,220370.19
8670,1,640330.04,192900.17
8687,1,306313.67,207673.51
8790,1,1237458.38,166096.86
8796,1,265551.4,145250.22
8799,1,263354.95,190284.65
8825,1,166738.01,212258.97
8854,1,225452.22,243200.39
8877,1,673108.17,327903.17
8884,1,469120.24,192768.29
8885,1,1521730.09,218852.35
8910,1,882262.46,129906.0
8917,1,1313293.64,143932.8
8918,1,524692.62,167579.3
8919,1,1344416.03,112427.48
8920,1,499482.14,135197.83
8951,1,680081.76,173221.03
8955,1,835470.55,101402.43
8956,1,1386289.97,105137.43
8957,1,457459.44,132538.01
8967,1,352667.98,131468.45
8968,1,547532.84,148290.74
8969,1,215735.72,369196.27
8990,1,725740.1,156889.0
8992,1,488985.07,163123.29
8993,1,504367.78,167948.08
8996,1,489653.43,217332.32
9001,1,645571.36,181312.41
9022,1,477498.15,322821.53
9024,1,117712.96,344969.13
9028,1,916077.58,199300.32
9033,1,252321.35,147262.23
9034,1,300975.68,235846.04
9062,1,284373.85,287737.09
9065,1,294964.8,262211.16
9075,1,681413.81,136576.66
9079,1,427786.84,208362.21
9080,1,258960.78,246242.46
9088,1,256744.89,193446.8
9107,1,444097.28,171116.22
9108,1,1611639.1,146019.07
9121,1,242000.66,312890.01
9126,1,276564.8,239823.49
9150,1,251388.21,246150.81
9152,1,436397.54,227332.75
9154,1,323339.46,228904.1
9157,1,385753.8,159378.9
9165,1,499778.3,301714.38
9171,1,552900.13,158176.17
9190,1,1055164.34,320953.25
9194,1,168112.83,211196.48
9197,1,326148.74,247848.35
9199,1,405004.72,120911.79
9237,1,392677.1,231860.1
9238,1,451048.44,187611.36
9240,1,296970.97,160034.08
9246,1,363743.99,167337.51
9247,1,437595.37,195591.91
9274,1,251016.17,269001.0
9308,1,459772.49,195746.02
9314,1,428126.4,217077.6
9318,1,395078.13,118554.59
9346,1,480257.61,175172.39
9361,1,781695.96,512215.73
9384,1,295848.09,163653.79
9411,1,345905.41,255181.07
9448,1,305796.46,262019.52
9487,1,625281.16,115294.49
9501,1,533388.66,287603.19
9503,1,275621.05,301502.19
9533,1,503206.13,101199.91
9534,1,434363.94,141740.27
9547,1,416641.02,233987.12
9551,1,717942.29,198730.43
9560,1,198498.64,251034.62
9585,1,792146.82,368400.24
9587,1,663820.54,256239.68
9594,1,299642.41,227756.47
9610,1,321175.9,147270.62
9638,1,953491.04,170989.63
9648,1,143140.5,312059.91
9653,1,286109.19,128880.34
9660,1,255368.07,200289.25
9709,1,233264.15,239753.22
9718,1,749371.83,158986.47
9737,1,561320.2,124731.38
9738,1,320162.59,216160.97
9746,1,368817.5,128700.67
9748,1,372325.28,211847.38
9756,1,236964.58,558051.99
9766,1,221228.92,445240.94
9777,1,404285.71,162659.99
9808,1,650220.01,162143.29
9819,1,314593.27,163598.18
9842,1,429066.72,370293.49
9886,1,265827.36,171608.53
9923,1,150013.08,130605.96
9953,1,290471.19,300163.54
9954,1,467860.74,174680.33
9956,1,399065.98,281210.75
9957,1,260624.49,247351.38
10003,1,1804493.44,267418.46
10010,1,330499.04,274210.77
10011,1,378168.11,230575.23
10012,1,436523.94,276723.69
10062,1,188882.25,324905.45
10130,1,259848.69,183032.98
10260,1,370248.6,252708.25
10262,1,375056.05,277299.66
10307,1,440043.06,178303.99
10337,1,327332.52,169174.74
10346,1,338207.94,112675.58
10382,1,392121.78,154097.99
10383,1,257292.06,132649.97
10409,1,1064684.08,219451.98
10511,1,239873.89,377430.07
10561,1,243722.21,194004.78
10589,1,581708.28,325980.67
10592,1,120367.07,168418.4
10656,1,241374.92,123830.73
10679,1,326153.27,228413.7
10691,1,454846.37,400365.41
10791,1,1499103.02,289600.53
10807,1,189228.0,369229.46
10811,1,994898.98,295869.16
10831,1,1140273.12,252637.63
10853,1,556624.6,100054.4
10872,1,111916.94,248494.49
10883,1,984926.82,106642.55
10888,1,1101508.55,193133.88
10953,1,123635.89,153703.26
10955,1,554983.43,210693.28
10965,1,268195.58,229108.8
10981,1,254462.11,220601.48
11013,1,231773.35,237156.77
11019,1,256467.07,123737.91
11043,1,389888.6,302422.1
11044,1,511988.65,274626.12
11053,1,399119.15,213331.59
11054,1,1678044.34,208257.13
11056,1,204790.25,233617.85
11077,1,991428.15,130606.14
11083,1,1105288.9,109992.83
11084,1,734707.16,161837.57
11085,1,800752.42,144387.2
11086,1,1120810.51,113983.0
11087,1,491886.67,147229.28
11112,1,204450.56,299186.42
11123,1,962228.08,108030.43
11128,1,358393.23,162610.57
11136,1,364615.89,131047.49
11137,1,622650.82,170981.15
11138,1,129609.43,354852.3
11156,1,288685.68,231825.93
11159,1,875723.5,120018.42
11160,1,1732518.29,114248.6
11166,1,461670.57,200585.97
11167,1,274664.82,197395.45
11171,1,545473.69,197235.5
11198,1,358748.31,336726.06
11202,1,857053.97,207040.16
11206,1,168233.58,208594.51
11215,1,518216.61,211987.42
11241,1,450794.78,216550.11
11249,1,567454.11,141562.13
11253,1,237642.7,200814.3
11254,1,480965.32,200889.52
11278,1,275277.89,185471.88
11279,1,426903.85,171956.23
11280,1,1636241.11,126914.01
11293,1,248387.23,306302.6
11296,1,790326.94,198305.8
11327,1,551919.95,254845.08
11330,1,519199.13,117014.17
11339,1,418669.39,299943.89
11364,1,1064397.6,288160.29
11369,1,251954.59,128136.82
11408,1,729644.53,187405.51
11410,1,488858.6,139503.84
11415,1,589735.43,182640.59
11438,1,245825.46,319766.38
11440,1,266279.16,230573.89
11444,1,237418.71,231970.5
11471,1,373779.14,175930.73
11472,1,356832.36,207940.39
11477,1,294684.14,261284.69
11478,1,278830.07,236716.81
11484,1,452592.29,132316.54
11520,1,243729.38,246286.0
11526,1,538164.87,468739.48
11547,1,252957.03,175432.58
11550,1,435082.07,211342.57
11578,1,504340.31,142617.54
11589,1,278417.54,285664.6
11610,1,379655.03,228230.42
11622,1,680276.93,196174.53
11645,1,503752.42,427242.37
11648,1,598002.94,128774.57
11662,1,361214.93,342699.2
11664,1,281335.0,270536.36
11696,1,538312.8,109041.29
11697,1,400540.71,172033.97
11713,1,714404.01,215429.82
11744,1,710806.48,349748.31
11745,1,285550.27,218494.5
11746,1,423153.83,241442.19
11754,1,365914.01,215530.52
11793,1,434932.83,321797.17
11800,1,544523.66,208834.01
11833,1,272386.35,258861.39
11874,1,233264.15,258427.08
11900,1,461920.13,136143.72
11901,1,341375.23,179596.04
11913,1,273336.73,218666.94
11920,1,299288.82,482071.81
11925,1,817585.48,187946.56
11929,1,222293.65,425295.35
11940,1,299480.16,162648.17
11982,1,281056.72,144040.71
12034,1,323417.03,131912.47
12092,1,135239.68,158788.75
12093,1,103461.59,105447.16
12126,1,475800.31,177141.31
12128,1,312448.19,309375.12
12175,1,1526848.19,263045.81
12183,1,379301.68,241125.84
12184,1,537555.39,254501.31
12185,1,245413.16,295770.92
12232,1,193139.15,111296.46
12299,1,422441.61,224747.46
12301,1,288823.49,202094.41
12376,1,117406.56,122467.18
12431,1,429963.18,287199.89
12494,1,101444.32,118719.51
12514,1,225425.15,110435.72
12550,1,255790.33,126119.48
12551,1,322872.86,148723.2
12552,1,203160.28,148287.52
12553,1,270747.86,112236.07
12579,1,627464.82,137864.03
12580,1,633487.54,248141.99
12763,1,585619.93,438544.72
12766,1,392998.22,118087.07
12854,1,352285.37,362963.62
12929,1,213129.68,273949.52
13010,1,313570.66,405590.51
13012,1,385645.45,275412.79
13079,1,930101.52,185269.5
13112,1,360578.91,583892.52
13118,1,839789.85,185525.94
13127,1,265048.41,191118.74
13141,1,252276.94,199839.52
13144,1,104673.65,403159.74
13177,1,321322.57,269691.96
13183,1,287208.42,104299.35
13185,1,686591.84,213240.73
13205,1,498252.81,329711.8
13206,1,476429.67,187341.88
13215,1,385521.03,223235.64
13216,1,1873580.44,199793.2
13217,1,195836.84,233175.63
13241,1,406393.85,146781.96
13243,1,944560.93,115269.06
13247,1,1508860.86,110857.12
13248,1,355330.48,184111.3
13251,1,381791.9,164643.38
13275,1,714112.94,209298.23
13284,1,787718.92,101272.7
13285,1,1089332.38,111780.14
13290,1,466146.32,161141.48
13299,1,672922.08,134985.91
13300,1,396579.71,243069.68
13318,1,293017.55,190316.82
13321,1,1284730.58,101696.02
13322,1,1402578.59,130714.07
13326,1,489197.9,132811.07
13329,1,408647.06,180383.56
13330,1,292077.54,210022.09
13334,1,465748.7,178334.57
13354,1,963459.06,447159.36
13361,1,359281.34,380633.63
13364,1,841021.56,209041.9
13367,1,204276.06,190618.43
13373,1,350054.41,200914.54
13385,1,724313.24,113358.7
13393,1,311745.89,228237.69
13397,1,385612.55,212484.42
13404,1,428397.76,148600.22
13408,1,319619.0,213050.35
13409,1,452505.01,208643.75
13411,1,466003.5,285291.32
13446,1,285178.03,297538.61
13452,1,828101.09,219703.68
13479,1,306856.3,204088.64
13481,1,274120.5,227785.7
13484,1,766439.92,275228.74
13498,1,281953.62,286733.74
13518,1,352398.83,258479.89
13521,1,677644.25,316180.94
13524,1,251060.91,128715.12
13526,1,278824.61,134855.08
13545,1,295034.4,249319.93
13568,1,752176.52,129740.24
13574,1,503386.48,191149.71
13598,1,688152.38,202916.04
13630,1,488024.15,170397.38
13635,1,442012.47,230720.46
13658,1,101506.13,220270.02
13673,1,157158.96,297473.56
13707,1,306089.93,243759.43
13731,1,501620.97,157739.43
13776,1,538978.48,213663.22
13801,1,504036.75,305048.89
13819,1,281458.19,227528.17
13820,1,410579.3,313621.87
13855,1,502119.24,111856.13
13876,1,378440.34,245863.27
13905,1,364349.81,141799.85
13908,1,331183.88,339707.41
13909,1,536635.66,302927.99
13910,1,655242.32,230236.6
13919,1,601147.78,185094.72
13940,1,931367.25,180495.56
13955,1,800593.65,352811.96
13980,1,377123.67,128705.8
13990,1,424340.04,124525.35
14025,1,620441.52,257464.44
14029,1,366687.54,434542.84
14032,1,233264.15,268980.24
14071,1,201661.99,186721.75
14128,1,360127.52,271671.67
14142,1,289450.13,130175.77
14194,1,269397.98,126047.13
14206,1,235057.06,131731.94
14280,1,1966621.48,160837.32
14284,1,321553.59,208087.57
14286,1,432531.44,292508.92
14343,1,503632.07,166049.19
14344,1,567665.71,254231.2
14390,1,217829.47,168972.68
14458,1,292865.88,238473.46
14461,1,282102.57,239944.06
14597,1,409214.02,326020.08
14621,1,217025.54,100814.97
14638,1,713872.08,251209.34
14670,1,534359.2,117903.77
14716,1,348872.04,124800.7
14717,1,367075.25,142229.86
14737,1,481657.31,345266.32
14742,1,277885.88,132150.57
14744,1,1015853.66,162114.94
14745,1,244396.87,293121.66
14842,1,368526.03,266711.9
14937,1,392659.74,101273.65
15099,1,392373.2,199172.84
15125,1,1307694.4,233251.81
15137,1,575403.05,325409.35
15179,1,413586.66,244171.62
15243,1,931072.55,107275.19
15278,1,1008717.0,182906.21
15288,1,265048.41,172104.83
15298,1,877718.2,116337.59
15344,1,327708.36,223342.35
15345,1,273986.79,229849.25
15363,1,579769.42,335676.85
15373,1,878187.62,235594.9
15374,1,1668825.76,184807.45
15376,1,147089.1,213163.82
15398,1,142334.39,158330.05
15399,1,425677.47,129869.78
15405,1,1423892.48,132524.3
15406,1,289422.65,185658.61
15409,1,369324.25,163321.93
15410,1,440812.85,253230.94
15431,1,711165.75,189511.62
15435,1,544315.62,135726.82
15441,1,966534.48,110645.7
15452,1,448715.42,199821.94
15453,1,565070.45,143781.33
15454,1,212582.76,339853.47
15475,1,726803.85,182339.24
15477,1,1044812.39,149094.5
15483,1,284384.42,173117.54
15487,1,622141.54,162985.58
15505,1,839179.21,437087.14
15514,1,184655.91,177060.64
15518,1,442620.97,219345.53
15521,1,219288.35,162703.26
15546,1,297045.01,308989.55
15548,1,322475.82,266668.62
15553,1,193480.15,255169.32
15558,1,693316.82,149213.64
15562,1,396325.6,221496.64
15563,1,461548.39,216304.91
15565,1,438845.3,303347.31
15570,1,264870.76,195960.21
15591,1,300440.05,171966.81
15592,1,1348681.5,194636.99
15602,1,267058.31,325561.63
15608,1,461130.81,237910.9
