ID,predvyber_ANO
28638,1
28642,1
28664,1
28666,1
28668,1
28671,1
28675,1
28680,1
28690,1
28727,1
28730,1
28734,1
28743,1
28744,1
28746,1
28766,1
28800,1
28811,1
28812,1
28819,1
28831,1
28832,1
28835,1
28838,1
28872,1
28883,1
28884,1
28904,1
28933,1
28936,1
28970,1
28983,1
28984,1
28987,1
28990,1
29004,1
29007,1
29017,1
29018,1
29036,1
29037,1
29051,1
29054,1
29061,1
29081,1
29082,1
29094,1
29103,1
29111,1
29116,1
29122,1
29169,1
29200,1
29208,1
29218,1
29273,1
29278,1
29304,1
29305,1
29306,1
29307,1
29333,1
29363,1
29364,1
29390,1
29410,1
29413,1
29451,1
29458,1
29471,1
29472,1
29480,1
29504,1
29511,1
29513,1
29514,1
29516,1
29549,1
29571,1
29595,1
29596,1
29622,1
29625,1
29646,1
29649,1
29664,1
29666,1
29684,1
29694,1
29695,1
29720,1
29721,1
29722,1
29739,1
29740,1
29743,1
29747,1
29767,1
29770,1
29771,1
29773,1
29774,1
29803,1
29829,1
29869,1
29878,1
29903,1
29930,1
29966,1
30053,1
30054,1
30066,1
30134,1
30135,1
30162,1
30182,1
30197,1
30199,1
30219,1
30222,1
30235,1
30247,1
30251,1
30256,1
30259,1
30283,1
30303,1
30317,1
30319,1
30321,1
30331,1
30349,1
30352,1
30354,1
30358,1
30368,1
30369,1
30381,1
30384,1
30408,1
30410,1
30411,1
30412,1
30414,1
30417,1
30418,1
30420,1
30443,1
30447,1
30450,1
30451,1
30453,1
30454,1
30474,1
30479,1
30485,1
30486,1
30488,1
30499,1
30518,1
30519,1
30521,1
30523,1
30526,1
30531,1
30553,1
30555,1
30557,1
30561,1
30564,1
30583,1
30596,1
30599,1
30605,1
30609,1
30611,1
30628,1
30634,1
30635,1
30640,1
30641,1
30646,1
30651,1
30678,1
30682,1
30691,1
30706,1
30716,1
30717,1
30720,1
30721,1
30755,1
30757,1
30758,1
30759,1
30765,1
30770,1
30790,1
30819,1
30827,1
30830,1
30845,1
30862,1
30866,1
30899,1
30900,1
30901,1
30923,1
30954,1
30957,1
30966,1
30967,1
30986,1
30992,1
31005,1
31038,1
31054,1
31056,1
31087,1
31118,1
31133,1
31134,1
31138,1
31141,1
31171,1
31172,1
31194,1
31197,1
31198,1
31207,1
31209,1
31214,1
31258,1
31263,1
31274,1
31317,1
31356,1
31367,1
31381,1
31424,1
31429,1
31452,1
31456,1
31457,1
31459,1
31467,1
31511,1
31512,1
31513,1
31560,1
31597,1
31604,1
31618,1
31619,1
31626,1
31628,1
31647,1
31650,1
31658,1
31687,1
31691,1
31708,1
31738,1
31739,1
31767,1
31768,1
31790,1
31796,1
31807,1
31827,1
31835,1
31862,1
31864,1
31865,1
31866,1
31884,1
31885,1
31887,1
31892,1
31907,1
31916,1
31917,1
31919,1
31946,1
31962,1
31974,1
32009,1
32013,1
32022,1
32044,1
32069,1
32104,1
32180,1
32192,1
32193,1
32206,1
32275,1
32276,1
32299,1
32301,1
32302,1
32308,1
32314,1
32320,1
32322,1
32331,1
32332,1
32355,1
32357,1
32358,1
32371,1
32377,1
32378,1
32383,1
32405,1
32430,1
32442,1
32460,1
32482,1
32500,1
32512,1
32513,1
32518,1
32541,1
32545,1
32548,1
32549,1
32550,1
32551,1
32552,1
32568,1
32576,1
32581,1
32584,1
32585,1
32586,1
32587,1
32614,1
32619,1
32620,1
32621,1
32633,1
32650,1
32651,1
32652,1
32654,1
32657,1
32662,1
32684,1
32688,1
32690,1
32692,1
32703,1
32708,1
32727,1
32730,1
32735,1
32737,1
32740,1
32741,1
32766,1
32767,1
32772,1
32778,1
32784,1
32798,1
32813,1
32814,1
32815,1
32816,1
32820,1
32825,1
32831,1
