ID,zeleznice_delka,vrstevnice_pocet,vodni_plohy_rozloha,dibA02_delka,relief_rozloha,zastavba_rozloha
9234,6571.55,175.0,50731.83,13327.37,55.95,661183.14
9235,5249.66,109.0,187420.73,11816.99,33.97,399382.47
9236,4643.28,120.0,38044.95,7098.32,1790.78,1102076.2
9237,4208.14,72.0,413585.09,11484.98,5125.36,762873.67
9238,3013.46,69.0,464729.39,12544.98,22.98,515706.66
9239,1441.59,146.0,196850.84,13184.3,10225.19,528115.6
9240,4501.6,50.0,328211.58,10735.39,0.0,1394367.08
9241,260.68,78.0,578205.19,15255.0,3468.81,283877.67
9242,2207.5,106.0,145619.18,16255.49,0.0,1098260.55
9243,1224.41,90.0,36794.42,20409.67,970.92,564867.23
9244,4126.13,92.0,38704.28,14050.35,0.0,734065.1
9245,4265.85,77.0,63136.38,16745.12,1237.91,662416.21
9246,4505.35,90.0,363743.99,14841.94,0.0,834819.98
9247,5867.77,48.0,439789.05,17507.65,0.0,1580729.68
9248,3100.53,103.0,77958.19,13533.06,0.0,1749871.66
9249,2016.38,67.0,20996.49,15476.3,0.0,522758.18
9250,4221.15,72.0,299941.12,22194.72,1335.24,1575862.52
9251,3345.29,31.0,113393.04,15847.64,0.0,894546.71
9252,102.32,58.0,43627.63,19322.76,0.0,359064.82
9253,2680.44,91.0,146556.05,6308.53,0.0,475242.05
9254,2299.66,75.0,421886.1,10425.46,0.0,463909.77
9255,6228.06,286.0,50725.45,11748.79,0.0,404039.73
9256,5543.89,320.0,118170.91,14080.43,0.0,1253353.07
9257,3740.97,179.0,73169.24,7793.87,2410.96,979968.53
9258,799.1,162.0,25550.63,19758.15,13984.92,930622.44
9259,7806.55,16.0,82276.02,5540.47,11867.08,1148882.0
9260,154.52,6.0,50469.75,3324.65,16205.04,691612.09
9261,892.34,17.0,606685.7,5625.9,277.7,1071774.75
9262,1317.42,5.0,220348.64,312.51,5123.09,1355694.2
9263,51316.49,7.0,172562.92,5764.8,91949.52,5535261.47
9264,925.85,84.0,10078.75,21808.78,966.37,1568044.87
9265,6627.45,150.0,49091.87,26001.22,0.0,990507.62
9266,4750.83,303.0,43314.77,18593.54,0.0,1230425.25
9267,461.1,355.0,3887.33,29181.1,53501.01,365169.02
9268,5144.74,386.0,157808.29,17664.86,6029.78,718327.88
9269,4090.87,85.0,16484.57,11627.65,0.0,444966.08
9270,444.47,95.0,117231.87,14348.73,18060.39,348653.29
9271,1273.25,89.0,11914.57,6306.57,0.0,431855.54
9272,3151.55,140.0,14093.72,16747.06,0.0,524604.33
9273,5114.53,127.0,187285.0,13647.22,9864.2,1040103.17
9274,6634.04,176.0,321076.4,16188.24,2.0,1275469.5
9275,293.02,88.0,1220828.84,19489.83,9.99,335683.71
9276,6775.75,151.0,232604.56,13879.23,2449.31,791784.99
9277,509.17,105.0,24926.29,10382.35,7904.64,788876.25
9278,6153.79,94.0,121336.65,11423.68,23546.76,741963.97
9279,4993.94,79.0,215069.55,15609.43,0.0,744845.38
9280,7434.06,65.0,35145.77,21850.22,0.0,770872.82
9281,1596.88,111.0,429561.2,19767.54,3783.89,1730720.17
9282,5061.58,113.0,193195.37,16267.01,0.0,770748.71
9283,5552.03,100.0,285278.62,17076.13,470715.81,1658240.83
9284,750.15,199.0,145712.47,8911.83,7282.75,755892.57
9285,9196.79,192.0,147037.62,13683.41,0.0,1793100.86
9286,5380.15,237.0,17082.64,12219.35,0.0,3834313.2
9287,4058.07,51.0,558875.61,9474.39,0.0,2496813.58
9288,6297.8,14.0,126838.43,6654.67,0.0,5422274.68
9289,11786.82,21.0,77177.98,2249.38,0.0,3315531.92
9290,1366.49,14.0,106477.23,1423.24,5890.44,581533.48
9291,8340.9,7.0,228328.11,13560.88,21622.87,1450062.62
9292,3422.98,32.0,21484.86,2750.24,9704.83,1458668.38
9293,6042.83,30.0,66439.29,8877.82,24085.33,2890461.07
9294,1226.98,27.0,396892.02,10842.67,0.0,1760733.96
9295,3938.26,141.0,36325.8,26190.18,0.0,972874.97
9296,4171.91,113.0,52756.87,28854.32,8481.09,1062926.09
9297,21513.7,165.0,225971.94,14235.12,3110.02,4851279.95
9298,5215.05,102.0,62135.26,19964.09,1052.25,1292175.53
9299,5607.08,83.0,55358.11,13313.22,11637.32,279456.88
9300,4368.86,80.0,127377.31,16919.36,364.9,674870.4
9301,4447.61,89.0,115308.19,9358.61,5815.27,1858700.31
9302,8159.65,76.0,67395.34,10353.04,8808.72,451471.95
9303,4097.12,60.0,24803.37,15395.48,0.0,996223.29
9304,4177.09,99.0,72966.41,11409.66,2.0,537716.94
9305,1831.95,82.0,15104.46,5129.32,616.84,96799.15
9306,2624.81,144.0,114194.46,9975.57,6.0,626610.74
9307,3648.24,94.0,201632.62,13649.12,10380.31,572783.6
9308,5365.7,67.0,461428.88,14032.29,5990.91,727953.6
9309,4500.83,104.0,170188.45,10349.65,263.25,432793.18
9310,3505.7,108.0,84852.82,13658.61,0.0,678465.96
9311,3753.56,49.0,180837.89,11906.61,0.0,606006.59
9312,3561.49,70.0,129078.15,10805.37,0.0,2694629.48
9313,4701.25,140.0,198747.97,8983.1,4.0,1571820.43
9314,4826.79,70.0,428127.4,16289.01,45736.66,931448.8
9315,4951.67,129.0,35120.45,15573.17,211427.93,365863.83
9316,7607.57,50.0,199844.22,17123.42,2.0,949622.83
9317,3038.8,53.0,50478.08,17845.13,0.0,512750.29
9318,3893.96,30.0,440062.82,13113.93,0.0,443198.77
9319,2602.29,94.0,181593.31,18682.62,2887.47,460832.63
9320,1405.87,101.0,50590.74,15897.29,0.0,516466.65
9321,6812.95,74.0,122051.3,15753.2,0.0,1049408.56
9322,1165.01,172.0,66057.43,13384.99,7145.51,1988597.95
9323,823.58,198.0,7265.82,21317.38,2699.69,1067469.87
9324,3351.87,242.0,56682.41,13814.94,0.0,1393967.97
9325,2186.92,92.0,29098.86,14054.38,9490.21,436030.27
9326,2634.29,171.0,45033.51,14340.79,1.0,858703.59
9327,2443.69,108.0,2457.97,16995.76,6455.64,914098.02
9328,4548.02,129.0,11236.87,15279.01,0.0,710215.41
9329,6204.4,44.0,10768.11,13447.14,0.0,2164812.36
9330,6348.51,62.0,22325.4,8247.46,0.0,1538475.49
9331,5092.28,22.0,70271.78,12707.41,0.0,952991.74
9332,1734.73,37.0,518379.19,3021.8,1663.67,1297756.06
9333,4914.6,26.0,169577.13,12723.69,2284.38,1181314.28
9334,6627.71,58.0,137728.52,13810.79,0.0,1370162.14
9335,2455.65,36.0,385328.96,10219.45,0.0,1305744.7
9336,1555.88,155.0,266030.89,13230.82,0.0,755678.69
9337,17822.41,64.0,302845.51,17796.56,0.0,2136855.2
9338,12111.62,233.0,1861.12,22411.62,0.0,2451967.2
9339,5803.76,86.0,171213.53,14376.89,0.0,638323.99
9340,4532.98,58.0,112046.18,8155.0,3110.33,1553769.0
9341,503.41,57.0,34974.71,8519.24,3363.89,687539.88
9342,3952.64,65.0,138455.64,13848.89,1.0,1984106.41
9343,960.52,115.0,145339.92,13065.78,2.0,921811.6
9344,5282.58,70.0,213334.58,10937.07,0.0,1541505.07
9345,11201.07,61.0,213789.71,12099.08,4962.64,1981670.54
9346,3255.71,108.0,519414.67,13190.35,0.0,707723.72
9347,5499.87,227.0,166552.75,17800.54,0.0,675399.28
9348,899.07,98.0,94374.05,21683.88,1215.81,464830.25
9349,5922.98,89.0,148100.87,15286.89,0.0,959574.32
9350,3893.15,152.0,211289.38,16814.45,3937.8,875568.37
9351,2569.26,98.0,369901.18,19527.6,0.0,749043.92
9352,4891.33,100.0,212814.53,15151.15,1574.58,1302366.52
9353,9886.99,139.0,131771.45,15178.16,27874.16,429951.72
9354,7089.94,117.0,122452.86,15126.32,0.0,905496.8
9355,7850.18,171.0,248104.71,16302.18,11965.97,789505.12
9356,15633.32,82.0,485939.35,10502.12,0.0,4446398.59
9357,5812.88,136.0,193225.16,16684.55,0.0,396082.8
9358,5629.19,162.0,152555.29,14181.11,4442.46,2330102.15
9359,4844.3,169.0,166494.34,11306.02,0.0,1277560.19
9360,4181.91,129.0,96622.14,15326.26,0.0,485730.15
9361,4330.47,145.0,860415.2,8375.53,0.0,1412574.04
9362,4447.02,84.0,8412.8,15176.26,0.0,1222440.42
9363,410.63,123.0,2360.07,17228.85,2.0,981786.88
9364,4856.71,122.0,41399.76,15483.67,4690.15,1466889.73
9365,5720.81,52.0,7707.47,10749.83,0.0,1233933.47
9366,2911.53,26.0,82142.07,86.37,9006.05,1725172.41
9367,5549.85,26.0,358649.09,12880.12,100329.64,1690270.23
9368,3245.32,23.0,2659.27,7826.77,1892.68,1773716.26
9369,1879.05,72.0,1.0,10245.97,3128.19,1197339.8
9370,4605.72,42.0,42744.2,15164.99,6056.85,2595331.29
9371,5190.72,75.0,183113.74,12738.81,0.0,777990.12
9372,1829.13,74.0,326602.87,13562.73,14667.03,3174622.6
9373,7471.61,143.0,203476.07,12274.02,6512.65,2714082.2
9374,4242.79,64.0,460669.79,25920.53,0.0,752005.15
9375,2881.81,62.0,539353.52,24763.86,0.0,838675.06
9376,418.92,205.0,4231.96,24179.87,6611.22,932321.13
9377,5905.43,208.0,74216.77,20416.08,172.83,1206293.42
9378,1640.81,176.0,21845.24,16941.0,5525.71,303752.43
9379,832.64,90.0,40278.95,8950.57,26679.71,777409.15
9380,5968.38,167.0,88987.85,6692.93,1775.4,1344679.07
9381,3257.44,55.0,145672.94,7386.83,12495.36,1045848.66
9382,2648.94,69.0,99711.34,6165.98,28774.73,1706984.14
9383,4573.43,128.0,93832.09,8020.05,746.53,1120846.16
9384,3158.53,68.0,295848.09,19150.44,0.0,1315048.97
9385,2527.99,55.0,48021.18,16647.43,2.0,434765.65
9386,8448.98,65.0,206188.32,19612.11,3304.24,1029573.17
9387,4277.87,85.0,559564.9,14957.62,81675.78,483139.6
9388,4989.12,198.0,95260.92,11143.11,1304.88,798325.4
9389,2241.97,299.0,2018194.67,8549.94,28356.23,420098.59
9390,1793.16,123.0,216985.09,15990.57,1375.25,812508.34
9391,2822.13,179.0,180379.13,20325.65,3622.65,801960.73
9392,1287.08,82.0,37779.13,19263.21,0.0,436997.58
9393,6524.7,56.0,210634.91,10483.66,2572.36,3536242.33
9394,20890.34,102.0,358902.19,20827.08,10573.54,2815887.46
9395,5892.41,74.0,171378.48,22009.32,4968.27,888844.54
9396,1635.98,68.0,77547.86,20518.28,19426.28,529850.11
9397,4338.32,288.0,39110.62,9048.59,62913.17,800848.42
9398,933.63,165.0,5371.74,6334.2,0.0,1514211.16
9399,5835.97,92.0,57635.63,8554.22,0.0,1087332.33
9400,791.43,140.0,13460.36,13758.26,2.0,1000446.03
9401,5491.88,159.0,43988.39,14965.73,0.0,1423995.12
9402,2294.36,106.0,64838.39,7833.7,6385.22,1328627.55
9403,3938.72,26.0,73209.97,4684.09,5059.74,1470139.8
9404,2273.41,39.0,1408.47,2711.77,0.0,4334077.03
9405,30955.96,16.0,309692.87,3634.68,715.59,9600039.97
9406,8870.01,20.0,133896.04,8159.99,2032.25,2464127.79
9407,1629.27,83.0,47754.71,17493.42,12278.72,1581817.72
9408,6054.75,190.0,22437.38,19578.7,4885.27,1990419.12
9409,20504.17,92.0,115050.18,18812.62,12258.79,2099560.2
9410,4005.98,103.0,178183.82,22849.71,131580.69,699560.91
9411,3987.95,145.0,348595.52,18867.53,0.0,760331.36
9412,651.38,312.0,23468.04,12846.42,6147.53,1169578.68
9413,3172.61,115.0,15993.62,11085.51,0.0,341150.42
9414,4644.83,78.0,394674.24,11673.21,473.62,139757.52
9415,1892.36,84.0,147355.83,14590.96,3.0,481256.17
9416,5058.9,91.0,183353.66,6869.9,1228.9,731680.87
9417,4661.72,60.0,172528.93,9829.0,8190.46,1615170.33
9418,6321.42,26.0,158812.23,4579.23,18850.75,1986715.68
9419,5432.52,80.0,62236.17,7699.85,8449.82,1009742.75
9420,923.56,56.0,82608.91,9067.47,4.0,447817.17
9421,3335.67,79.0,15110.68,6560.07,2.0,589603.23
9422,8320.91,100.0,63965.82,10790.47,323099.87,1390977.04
9423,298.62,144.0,136919.39,14302.85,16074.41,1163673.24
9424,2815.81,87.0,329582.88,19648.49,564.69,2416724.55
9425,2144.49,155.0,46341.16,17006.21,630.37,708514.6
9426,2038.89,123.0,118893.21,17230.3,18543.23,525328.02
9427,5895.05,165.0,82139.5,16180.53,22428.58,1522841.01
9428,1514.6,111.0,87933.7,19442.02,173722.46,281352.18
9429,1824.93,113.0,155974.36,19797.01,15538.48,730522.94
9430,3326.4,67.0,206627.08,18181.15,22389.91,438156.6
9431,3561.87,97.0,94834.75,15885.46,6617.11,805915.6
9432,4862.24,95.0,55901.57,22175.96,0.0,301110.62
9433,2355.53,145.0,740.04,9130.01,0.0,942553.12
9434,1764.24,134.0,4469.89,6641.86,0.0,673627.11
9435,6571.42,70.0,216186.89,12640.74,0.0,1080917.97
9436,950.02,251.0,12883.69,14866.38,0.0,953894.33
9437,5217.37,174.0,23790.92,20365.81,6313.47,487842.83
9438,791.09,44.0,7178.09,11741.07,0.0,781830.17
9439,7902.79,21.0,35693.59,3227.1,0.0,777463.52
9440,4264.86,22.0,4013.06,3472.63,1924.98,497743.14
9441,11921.08,18.0,396198.47,5309.66,16079.67,2766078.29
9442,28262.82,12.0,235979.64,5779.05,99820.6,3432922.7
9443,1397.23,46.0,2761.68,6618.83,0.0,2381669.15
9444,6653.86,128.0,80999.66,20003.31,0.0,1495606.81
9445,3846.16,57.0,16358.3,16998.1,0.0,658896.15
9446,252.08,63.0,129119.04,17386.41,0.0,1143893.49
9447,5219.97,72.0,51744.36,16845.55,0.0,2777954.17
9448,4381.75,121.0,342074.48,16365.02,34.97,323185.04
9449,2114.7,39.0,49152.45,6693.76,1281.69,1091495.28
9450,8221.62,57.0,213788.3,8466.14,37915.72,1774590.7
9451,3382.97,44.0,132498.14,6457.4,7589.22,2902624.92
9452,2808.32,118.0,157482.04,13817.93,5309.83,867245.28
9453,7791.07,110.0,165910.43,9252.05,1.0,1339351.27
9454,4727.6,112.0,56550.16,8870.85,6.99,736860.7
9455,2590.44,140.0,18189.28,12381.99,3636.79,549051.22
9456,5202.21,107.0,42761.67,8869.23,1.0,1220725.74
9457,5955.5,170.0,112952.23,13493.29,96661.13,5224349.97
9458,581.26,177.0,20728.48,17345.54,15320.47,837187.07
9459,2569.7,150.0,444808.8,10453.96,11971.79,591221.02
9460,2906.47,148.0,521079.54,13556.07,0.0,794340.24
9461,6921.4,162.0,199561.63,12652.14,0.0,694338.13
9462,1410.34,183.0,288495.44,22345.63,1353.54,720365.99
9463,4806.77,80.0,100524.92,11409.48,336.65,1637602.96
9464,1058.04,129.0,46573.0,15962.88,4157.98,502362.94
9465,1231.47,102.0,1978252.49,8678.74,18971.35,706512.42
9466,2998.66,112.0,198160.56,6746.13,10363.65,1572897.11
9467,5679.19,208.0,183697.58,14082.85,152771.55,391233.64
9468,4587.89,186.0,161804.45,19854.19,3329.1,1461820.74
9469,5238.31,153.0,74145.64,19875.51,0.0,566980.11
9470,3454.59,120.0,234480.46,22595.07,0.0,884682.72
9471,829.01,72.0,37884.72,17111.26,0.0,256790.21
9472,1949.2,109.0,75045.06,11104.07,0.0,1691393.54
9473,861.96,84.0,57119.83,16602.01,23291.34,1759789.1
9474,5096.99,167.0,43067.33,13197.6,0.0,1140100.54
9475,5426.12,177.0,5379.84,2717.38,0.0,248405.36
9476,2388.88,132.0,44725.98,9796.72,0.0,578731.83
9477,7802.19,196.0,39302.03,18714.6,1063.12,407205.59
9478,4435.54,74.0,525.45,6543.84,0.0,944883.17
9479,4025.42,10.0,1004268.94,6958.92,21915.51,994434.92
9480,6248.3,10.0,52913.71,17859.31,0.0,961933.64
9481,3331.46,217.0,38232.0,16124.41,0.0,435780.61
9482,2926.06,267.0,46128.4,13105.9,1.0,367088.42
9483,2253.53,103.0,516499.0,11948.44,4.0,852653.45
9484,4748.25,108.0,116993.69,15281.58,0.0,888838.5
9485,13858.27,18.0,55313.76,21525.16,7986.38,1229459.34
9486,1271.55,56.0,75177.07,8135.3,1404.11,1327917.02
9487,4433.77,40.0,765317.43,12336.44,904.67,844014.48
9488,103.63,48.0,26917.64,9328.77,0.0,298844.61
9489,106.33,37.0,25794.79,7530.53,5391.93,528171.9
9490,2314.47,43.0,156285.69,10088.38,2931.04,1050638.47
9491,5109.08,29.0,11265.91,16517.83,13082.1,758992.09
9492,10636.98,72.0,246382.11,14814.78,96732.0,1968023.94
9493,1755.02,32.0,87137.65,17563.57,146875.97,1763073.84
9494,7937.67,64.0,1139474.19,7410.76,2738.13,2447054.72
9495,2888.82,78.0,138791.27,1645.49,0.0,3983031.01
9496,8335.32,69.0,111950.35,4087.36,14550.35,2044227.74
9497,2181.19,147.0,169688.83,10420.06,1663.85,1907409.4
9498,2729.26,88.0,65544.84,10372.33,4225.87,855124.89
9499,9008.77,116.0,83097.3,15107.21,4247.82,2263980.55
9500,9527.21,136.0,82332.0,20998.12,78105.76,1841901.31
9501,4725.02,99.0,535716.51,13552.74,6734.72,1212870.49
9502,419.99,124.0,246673.68,12080.82,2378.47,1068919.82
9503,7325.12,98.0,280355.32,15739.27,4042.12,425454.17
9504,5298.29,85.0,91134.99,14193.94,17208.81,2811805.62
9505,763.02,69.0,46424.42,13380.2,9727.32,737487.18
9506,3575.38,117.0,23483.53,13386.7,0.0,823565.0
9507,119.41,100.0,4291943.25,2086.64,10812.03,508049.85
9508,4255.01,92.0,247287.31,13162.28,33992.32,761655.39
9509,6699.72,175.0,236817.5,12880.82,23226.28,337032.91
9510,2708.95,124.0,61592.42,17694.73,22148.46,1305795.96
9511,2594.9,101.0,129160.82,19378.94,0.0,428935.99
9512,2039.31,72.0,40829.33,16622.53,0.0,480411.42
9513,6553.14,61.0,329549.67,13470.81,2.0,2744458.0
9514,8282.58,117.0,141145.56,17243.39,100663.57,955198.0
9515,4967.25,68.0,40263.14,19743.86,0.0,1258793.78
9516,5172.63,46.0,72419.59,15068.44,0.0,1128812.48
9517,4537.05,129.0,68228.01,19509.57,157842.34,612615.71
9518,9397.19,66.0,154868.52,12246.79,0.0,2214228.08
9519,3292.63,38.0,4774.71,4625.77,0.0,615927.57
9520,3760.69,92.0,2295.49,2113.34,0.0,867287.29
9521,5587.88,171.0,38739.89,14129.04,2.0,713686.67
9522,1796.57,148.0,45711.6,18141.95,18421.19,1092649.98
9523,10079.09,18.0,293625.97,9009.21,26509.87,2587672.44
9524,1759.98,2.0,313652.24,8022.08,0.0,864394.12
9525,5525.32,2.0,248334.96,540.17,0.0,341645.29
9526,1385.47,6.0,156554.71,370.73,0.0,1258366.43
9527,3814.35,28.0,63087.38,15265.34,0.0,628720.22
9528,4410.45,205.0,81108.01,10751.95,4807.07,188483.3
9529,2327.11,246.0,41433.25,15505.67,0.0,705423.43
9530,6197.97,263.0,124839.01,14083.24,0.0,1664358.13
9531,5181.38,66.0,40364.31,12717.59,0.0,529078.4
9532,5855.77,31.0,303149.22,20118.86,0.0,562546.5
9533,4772.76,55.0,594933.68,12091.06,0.0,374194.07
9534,6379.74,40.0,460213.86,13633.21,6498.14,501685.44
9535,4154.14,61.0,24210.52,9248.3,0.0,352246.54
9536,5549.3,118.0,98655.38,10178.5,10157.62,387035.91
9537,4328.47,115.0,94507.81,8039.88,81642.47,408489.57
9538,3610.24,226.0,120648.14,9011.77,36615.08,836842.13
9539,2236.8,89.0,17977.44,7867.83,2357.07,263150.2
9540,2877.66,55.0,12311.15,5500.8,31712.0,872711.55
9541,4592.79,93.0,8817.76,6502.04,182995.25,1108355.92
9542,5991.75,42.0,22915.65,7596.69,0.0,1881773.16
9543,17454.95,40.0,48424.81,7815.46,0.0,6104589.7
9544,47863.35,79.0,281565.79,1140.54,32973.54,10504410.89
9545,3755.36,62.0,203308.08,12495.33,0.0,3006459.33
9546,2581.83,158.0,450276.59,5702.74,64363.92,863832.86
9547,4483.62,87.0,461995.43,5592.23,31237.69,1362421.39
9548,9178.54,79.0,260122.27,10203.57,3331.86,3774574.14
9549,3053.4,146.0,5970.15,9078.17,86483.33,452629.7
9550,4277.08,243.0,25087.68,17811.4,43832.84,936844.06
9551,5327.93,97.0,727699.63,9537.89,1419.55,1230430.89
9552,3654.43,206.0,53149.04,18009.13,0.0,654701.15
9553,6199.04,133.0,245892.6,18039.53,0.0,789486.22
9554,1865.28,196.0,106304.72,16159.96,31957.09,512474.82
9555,4944.73,144.0,272829.23,10332.96,151330.83,522346.68
9556,12577.24,226.0,246421.62,17875.37,76102.23,1892253.49
9557,2925.03,165.0,48954.41,21015.42,15540.64,592078.52
9558,5732.93,120.0,161933.02,21828.13,0.0,834498.45
9559,3123.5,71.0,223723.27,15753.06,0.0,518993.09
9560,4461.58,127.0,264926.24,11176.01,25142.0,1790934.84
9561,3957.56,92.0,888.87,22476.04,2.0,405018.28
9562,4530.34,114.0,5520.43,14619.5,0.0,107892.47
9563,5180.49,105.0,3374.35,19843.55,1505.19,612743.41
9564,218.37,162.0,13764.01,14397.73,187441.92,438247.91
9565,1061.1,101.0,5261.05,0.0,0.0,200417.68
9566,5578.1,133.0,735.03,2751.41,0.0,462949.75
9567,2891.41,45.0,60781.45,11404.41,1468.19,1848672.2
9568,4774.54,68.0,2404.46,6753.07,0.0,1636160.81
9569,688.82,212.0,141696.96,11833.63,0.0,1134554.42
9570,7181.34,249.0,50959.4,12666.82,0.0,512332.94
9571,2889.5,80.0,246085.98,14621.94,0.0,388226.81
9572,6547.69,18.0,50395.55,7742.48,5692.96,391893.45
9573,3001.52,7.0,140018.91,4852.78,5346.6,992398.04
9574,5049.07,56.0,122780.38,8849.28,0.0,3764654.16
9575,4876.9,120.0,63815.04,12940.43,7186.64,279739.44
9576,4614.85,314.0,49562.25,12613.78,8358.36,1083448.71
9577,213.56,180.0,77854.76,13529.59,2714.09,1143138.63
9578,2290.99,82.0,33479.84,12331.2,372.32,1084170.83
9579,4841.32,90.0,22999.34,17528.92,0.0,602994.59
9580,265.13,54.0,1299982.33,10556.89,0.0,408880.48
9581,916.4,92.0,20158.17,10936.85,0.0,455050.05
9582,8148.47,168.0,92717.67,11927.2,0.0,441272.5
9583,906.05,70.0,131338.9,7867.6,10075.95,1028565.02
9584,1869.58,107.0,78618.42,9971.06,21386.95,2036743.33
9585,7822.42,92.0,792146.82,10996.67,10922.25,528098.27
9586,3766.17,98.0,61383.45,9067.49,1686.6,556526.64
9587,4212.19,54.0,692415.74,14731.52,868.26,1206189.82
9588,4369.67,67.0,78436.35,4606.89,0.0,875463.79
9589,2402.0,50.0,150284.93,8487.01,1.0,1050586.86
9590,14430.66,106.0,854191.88,6022.53,7967.97,5111422.76
9591,7425.5,62.0,355396.16,8445.74,15872.25,1260224.24
9592,9782.44,123.0,107298.21,13185.11,125246.46,1876400.59
9593,1925.19,89.0,94959.51,12890.08,0.0,513027.84
9594,4457.1,105.0,301165.33,17576.59,3024.51,1236650.34
9595,1850.88,72.0,457588.18,13541.32,1.0,621928.83
9596,5282.56,217.0,96908.37,14562.36,23741.19,1535085.22
9597,1182.62,86.0,573469.55,15640.45,0.0,2469321.52
9598,5161.84,88.0,205581.85,12799.91,4403.01,1106341.74
9599,6227.88,107.0,293528.94,9627.26,0.0,3463844.93
9600,2865.79,151.0,57854.47,24243.02,1383.34,3141927.49
9601,4147.33,165.0,259479.74,10115.44,93571.78,613811.65
9602,6945.47,211.0,274773.39,13225.45,174217.21,1104994.29
9603,1454.14,118.0,56738.07,21964.43,47569.77,610237.66
9604,4818.39,87.0,90861.49,19618.0,1439.72,364948.54
9605,4370.15,47.0,141473.52,16083.86,0.0,375890.08
9606,3530.78,60.0,62372.44,10793.62,9358.23,723965.18
9607,4808.81,47.0,50728.52,14986.48,9760.59,1298565.84
9608,2706.73,73.0,5611.31,21862.59,0.0,803543.5
9609,4927.52,55.0,17415.14,22628.43,6038.91,1202973.08
9610,3504.87,32.0,368346.22,14020.27,0.0,1117241.98
9611,8134.09,53.0,11025.36,14984.59,0.0,988244.84
9612,1972.93,109.0,3918.87,4644.5,13268.81,454365.07
9613,3207.2,126.0,75835.65,18795.04,56635.96,332265.68
9614,5462.51,123.0,75339.25,13004.16,1.0,2036465.52
9615,10762.36,21.0,1064552.98,10669.32,1625.18,2485719.95
9616,1107.32,94.0,30777.75,4480.01,0.0,127374.01
9617,4985.23,18.0,172397.81,11496.58,58409.34,2377902.33
9618,9524.68,7.0,25855.13,8717.74,8234.44,1866569.11
9619,4581.26,81.0,14441.71,20686.78,0.0,556599.88
9620,1290.38,181.0,14908.43,9766.63,5389.45,628810.2
9621,5743.96,143.0,118514.07,18402.72,0.0,139962.16
9622,150.39,199.0,5702.86,4665.12,0.0,541460.06
9623,5441.38,196.0,43506.91,13894.48,23328.26,208381.77
9624,1170.73,197.0,64218.84,15425.46,4000.25,1982228.28
9625,75.02,167.0,249607.69,24376.35,3.0,2061998.94
9626,12254.97,62.0,139487.88,18173.11,0.0,2054681.92
9627,979.43,94.0,132334.82,19989.53,0.0,338366.37
9628,3445.35,140.0,91011.17,6517.38,29777.31,427916.77
9629,4614.62,136.0,97088.5,10250.88,30935.05,260166.69
9630,2486.87,88.0,11383.13,9169.18,0.0,268292.5
9631,7257.43,68.0,99709.27,5861.2,30341.52,515962.39
9632,926.1,107.0,1318258.54,5796.5,33892.03,692668.67
9633,761.26,81.0,41988.29,10483.67,49267.22,1103813.57
9634,7952.96,116.0,20622.62,8797.87,30089.98,2923340.44
9635,3110.44,118.0,338972.52,15342.72,25948.52,904560.64
9636,6079.98,80.0,75243.52,13188.19,14581.42,1103014.87
9637,2876.18,167.0,9326.85,7683.74,27721.98,894843.37
9638,5331.47,103.0,960238.16,7786.75,0.0,759459.92
9639,2038.33,92.0,17961.85,15129.49,0.0,1051022.7
9640,4201.38,169.0,106386.98,14258.1,0.0,1840439.09
9641,2114.79,106.0,55667.05,18519.88,0.0,922109.77
9642,2771.68,170.0,19445.42,8660.54,98431.35,625510.82
9643,4304.71,99.0,49268.46,21990.89,13843.66,1005939.84
9644,266.64,244.0,13773.24,10531.45,71340.11,405102.92
9645,1049.94,177.0,92305.64,19026.71,1.0,703933.45
9646,5759.3,109.0,11967.43,11889.49,0.0,1334742.82
9647,882.99,176.0,468442.78,17821.15,5698.46,950791.21
9648,4227.12,192.0,252847.6,17107.55,2148.41,1883582.15
9649,3382.66,162.0,180387.5,11130.07,1736.78,1128719.78
9650,4365.5,274.0,23378.9,22906.68,356.87,974310.9
9651,7498.7,235.0,234982.92,14252.43,113798.31,835937.68
9652,2743.55,94.0,126309.51,18962.49,0.0,880242.74
9653,3274.35,65.0,289522.87,12036.95,5725.1,475500.66
9654,1660.27,53.0,78221.05,10448.95,0.0,791494.89
9655,6734.51,55.0,111730.0,21734.34,0.0,843865.49
9656,1905.91,86.0,228212.31,15455.85,0.0,1845045.46
9657,2119.29,92.0,88548.52,14588.78,411713.45,1075908.78
9658,14038.53,101.0,76726.37,19271.9,3579.91,633358.19
9659,2013.05,118.0,53012.78,20335.76,15433.47,792304.07
9660,4940.72,58.0,256491.73,16449.65,6311.47,862273.39
9661,4173.24,89.0,5712.92,6592.84,16885.29,401192.21
9662,7903.54,114.0,8368.46,29353.05,9333.29,966127.45
9663,480.08,81.0,18167.66,9681.39,0.0,491303.08
9664,889.28,124.0,12501.87,16119.74,0.0,794174.07
9665,3260.28,18.0,409191.37,30969.57,0.0,583762.83
9666,3641.68,65.0,676.07,11442.76,7883.66,1266606.65
9667,1294.33,18.0,686335.45,10097.5,6758.6,766994.06
9668,2255.23,83.0,27095.48,19953.66,4465.51,15983.89
9669,6354.49,84.0,30604.86,20445.61,1832.37,1069371.11
9670,2496.49,155.0,56497.62,13091.36,5524.54,844593.85
