ID,zeleznice_delka,vrstevnice_pocet,vodni_plohy_rozloha,dibA02_delka,relief_rozloha,zastavba_rozloha
3792,529.49,409.0,223139.04,11626.81,43264.02,507316.36
3793,1059.72,88.0,70529.24,22471.02,4121.53,435649.46
3794,6425.17,80.0,22456.32,14644.49,6089.43,810975.08
3795,5400.05,60.0,31466.17,10055.63,3921.79,406254.43
3796,816.6,116.0,73079.23,5412.69,1.0,517994.9
3797,10453.98,126.0,76628.68,7556.25,16290.92,601087.92
3798,702.29,222.0,2885.54,12454.78,0.0,213607.15
3799,6002.49,252.0,6061.31,14468.85,0.0,544313.3
3800,6616.78,65.0,4808.83,14853.43,0.0,688920.15
3801,4285.25,76.0,2818.1,7608.15,1930.99,709812.63
3802,3980.88,65.0,613587.89,208.64,23572.19,2327653.29
3803,19971.91,26.0,189827.62,5695.91,54363.51,3629237.37
3804,4429.04,57.0,50134.63,17264.11,9698.64,1164936.24
3805,5006.49,46.0,17544.26,19199.6,962.75,436476.81
3806,21285.77,32.0,523344.88,9514.26,35772.05,5241095.81
3807,8670.5,15.0,600319.55,20609.34,0.0,1997400.72
3808,3287.31,41.0,336725.82,7933.38,0.0,975288.94
3809,5218.92,43.0,249353.56,1315.76,0.0,1277834.53
3810,5565.39,57.0,77534.62,5073.42,0.0,1123449.75
3811,5804.56,52.0,135629.0,3259.43,0.0,636786.51
3812,2730.38,60.0,849463.05,4831.19,0.0,327004.06
3813,1916.66,35.0,16226.05,2093.71,0.0,990380.71
3814,5019.15,35.0,205089.82,3662.94,10888.53,1547623.09
3815,1996.49,39.0,35992.91,7333.83,0.0,689345.71
3816,4594.38,60.0,28391.0,5697.39,0.0,1252607.76
3817,6306.58,33.0,157097.54,11142.27,353.88,1864771.78
3818,4836.61,49.0,20539.6,20525.72,0.0,1325204.14
3820,10911.26,402.0,32803.8,15546.88,33331.93,758437.66
3821,7278.99,283.0,88229.74,12194.38,0.0,2375236.51
3822,729.34,319.0,39871.65,12657.5,9437.71,670758.3
3823,4552.97,162.0,85097.32,14651.73,1.0,731910.98
3824,2035.91,149.0,89603.53,10800.18,0.0,607276.74
3825,4684.63,131.0,192341.47,14408.07,1.0,359315.29
3826,5740.13,90.0,161213.46,17627.33,0.0,427495.91
3827,8081.63,196.0,88820.8,13629.48,6074.19,175337.25
3828,3573.71,116.0,382193.86,16836.08,28272.0,2411044.03
3829,6750.7,235.0,344735.58,12798.83,41532.65,3547287.62
3830,307.09,129.0,285782.26,13466.89,11541.2,745434.75
3831,7844.92,157.0,699552.94,12774.21,2552.18,1289689.1
3832,7305.39,193.0,739944.88,12840.57,20127.75,1033570.93
3833,8420.82,376.0,299505.3,6356.42,7955.75,858989.09
3834,2427.14,129.0,165239.71,23317.98,11.99,148715.52
3835,4464.19,124.0,75788.83,12236.6,8851.66,758525.44
3836,6095.81,55.0,32207.94,7660.47,7759.53,648852.04
3837,4644.97,40.0,192703.48,7527.11,2766.04,475762.27
3838,4068.96,43.0,39213.72,6927.62,12916.9,659446.81
3839,1270.47,100.0,15128.53,17461.44,6995.62,747975.86
3840,4333.37,135.0,6764.83,7677.18,3874.39,577753.13
3841,649.9,25.0,27186.72,12679.98,0.0,749103.18
3842,8746.87,69.0,111323.35,9890.83,6809.46,788492.55
3843,5754.59,37.0,13705.71,9617.04,2334.24,762431.74
3844,4667.71,40.0,111839.75,7368.42,0.0,1188778.2
3845,5980.24,21.0,46742.11,9802.55,0.0,896589.08
3846,2860.38,39.0,17665.56,15837.15,17505.43,1773967.7
3847,1218.36,39.0,127302.61,8862.79,72892.33,1680596.51
3848,3191.55,27.0,818630.65,5024.2,45488.16,1033830.14
3849,2665.03,25.0,791461.52,17377.9,56540.87,1142854.82
3850,7922.62,32.0,26984.56,14219.96,0.0,1080547.27
3851,5393.29,62.0,6126.28,11236.35,0.0,1120928.69
3852,2090.08,49.0,347.13,5476.13,0.0,416606.31
3853,1800.78,64.0,4101.63,0.0,0.0,1115648.89
3854,5368.45,38.0,22804.87,51.16,2956.19,672562.33
3855,4080.96,74.0,207263.76,503.15,0.0,2036848.0
3856,4125.83,24.0,145170.5,9451.25,0.0,774633.3
3857,5267.28,43.0,497241.64,11767.31,1.0,1179823.91
3858,1216.3,56.0,797581.95,6642.35,0.0,465228.81
3859,208.22,27.0,24155.49,7498.24,0.0,1193781.8
3860,2560.12,34.0,178063.72,7707.2,0.0,1127306.1
3861,4159.02,28.0,90959.03,8310.94,0.0,547558.0
3862,6683.82,33.0,94442.63,13375.8,0.0,1335454.4
3863,5698.75,59.0,25453.5,9914.69,0.0,1010533.17
3864,5661.63,37.0,22770.84,10335.27,0.0,702144.0
3865,7470.51,30.0,450378.11,9587.49,51346.64,2068974.78
3866,54.68,39.0,26800.45,7177.34,0.0,1479811.67
3867,9748.84,25.0,122262.08,24329.25,0.0,1197384.1
3868,3538.83,38.0,60050.36,12853.63,5806.23,2301136.8
3869,6367.82,233.0,41075.94,19162.77,16660.67,449341.69
3870,302.33,331.0,28250.25,15828.78,3366294.16,67734.84
3871,117.43,186.0,748.29,17015.87,1645752.45,68511.56
3872,5769.89,165.0,163282.96,16041.45,45562.68,1203023.51
3873,471.03,172.0,88281.54,17272.45,3.0,230990.55
3874,4237.39,135.0,65249.07,12592.14,25634.75,1125526.37
3875,1256.6,197.0,67864.63,25514.66,21770.72,409870.42
3876,3682.65,166.0,179764.17,12904.29,39.8,1095962.8
3877,3018.67,377.0,50646.99,18570.64,50594.29,540178.91
3878,5318.17,360.0,135008.05,11810.14,110119.69,954405.81
3879,8608.86,167.0,288239.54,15008.15,0.0,3165806.33
3880,4180.44,273.0,104969.08,10605.31,2352.19,526342.87
3881,4309.13,347.0,218288.64,15443.01,38234.21,410849.17
3882,6452.13,86.0,197488.41,10673.55,13325.44,507130.34
3883,2982.34,69.0,56948.13,305.58,10262.87,494311.17
3884,4293.61,59.0,39324.87,3038.57,809.65,701233.29
3885,4201.46,103.0,200515.37,4370.4,0.0,1152266.89
3886,14406.72,70.0,280416.56,3783.22,4902.85,5239982.9
3887,8007.87,82.0,442642.45,11914.05,13939.44,568201.51
3888,905.96,54.0,337531.39,10813.92,7002.02,746947.0
3889,3100.92,105.0,36471.96,16854.84,2445.38,884152.11
3890,4184.72,61.0,574.9,187.25,9021.59,415346.53
3891,5866.53,91.0,21927.51,10235.68,273.25,954766.36
3892,6647.76,82.0,6363.39,225.93,4.0,600543.14
3893,7278.72,50.0,9721.32,2690.4,7601.04,748013.7
3894,4116.11,31.0,359.93,0.0,0.0,128322.11
3895,3478.86,61.0,58188.51,609.57,0.0,839117.07
3896,11106.12,30.0,421407.18,3012.74,30983.79,1239401.15
3897,9271.51,62.0,365861.25,12197.31,0.0,2632282.01
3898,4562.28,49.0,4907.66,13509.45,0.0,803574.37
3899,2615.68,57.0,13495.9,4850.09,0.0,1180869.21
3900,2384.32,91.0,9683.99,7178.18,0.0,413632.24
3901,6514.22,51.0,9593.24,3037.67,1566.16,672996.11
3902,6599.87,100.0,110050.97,3915.33,3766.23,834238.92
3903,4635.17,19.0,261296.1,14422.26,0.0,917686.81
3904,8408.75,63.0,173553.9,7346.21,0.0,696171.11
3905,3680.2,68.0,327754.95,12562.37,0.0,1338927.97
3906,981.53,38.0,234959.66,13210.53,0.0,1171409.14
3907,4297.02,29.0,94629.33,10588.23,0.0,864640.69
3908,2330.4,37.0,403866.45,11460.14,0.0,707201.12
3909,2293.84,47.0,50915.21,11899.64,0.0,1061530.46
3910,5237.67,53.0,43191.23,11527.57,0.0,805970.01
3911,3731.87,94.0,263554.5,8407.45,6178.86,1155298.52
3912,373.23,96.0,40201.33,12714.88,2584.28,509887.11
3913,2712.25,107.0,109323.88,11134.03,0.0,1088872.57
3914,7005.36,31.0,228658.51,10989.09,3329.54,2882932.33
3915,4902.24,42.0,375837.27,14251.47,0.0,1066768.62
3916,2213.33,108.0,122380.95,10432.19,42117.66,972603.51
3917,5133.06,196.0,75642.05,14355.51,24023.02,929727.69
3918,6888.0,282.0,6041.05,12654.95,36.97,314455.4
3919,7372.87,398.0,148121.09,16209.8,3324.0,279045.64
3921,2207.22,300.0,140910.25,14147.25,192367.86,308372.85
3922,5900.91,300.0,337289.11,11343.67,84139.23,840289.49
3923,3515.38,278.0,208043.66,9656.97,39254.32,486024.79
3924,3085.82,237.0,372864.04,11667.76,97714.15,1658665.37
3925,8508.59,145.0,1809005.83,3637.11,977021.5,2459641.05
3926,4367.51,63.0,9401261.34,2424.84,0.0,1242980.41
3927,1870.81,81.0,243282.25,4355.54,0.0,265972.19
3928,4255.73,42.0,15239.42,8445.06,0.0,912925.53
3929,6074.56,46.0,145899.07,2923.98,2250.53,1224231.39
3930,6639.67,57.0,831462.74,7102.24,0.0,1161281.32
3931,13084.43,39.0,591715.47,10187.89,17639.15,3627842.89
3932,15715.63,90.0,245041.54,4944.01,0.0,3036810.43
3933,4736.51,46.0,341481.86,7835.02,0.0,874538.98
3934,2695.3,45.0,139085.42,7010.9,3573.86,560180.02
3935,5969.29,78.0,9335.27,12982.44,397.69,823898.8
3936,4162.8,23.0,1217.36,213.9,2725.78,423579.36
3937,8247.12,38.0,15281.65,4135.3,86656.3,1595722.01
3938,7418.05,66.0,6714.0,9433.01,103640.59,741774.21
3939,6162.9,32.0,12702.37,697.41,0.0,992391.46
3940,2622.77,27.0,13846.27,256.89,0.0,700386.0
3941,13614.99,33.0,1334605.14,1616.93,9913.64,3278651.63
3943,6444.11,60.0,87185.09,5135.55,84964.62,672728.56
3944,933.83,100.0,2567.16,0.0,1810.21,842285.46
3945,35.19,30.0,14069.34,5573.53,2015.65,901297.66
3946,6212.39,65.0,142605.07,5243.01,8192.9,729754.94
3947,5108.32,64.0,78335.98,3399.24,13184.71,701596.94
3948,7696.41,41.0,153211.13,11068.88,0.0,2733851.62
3949,4153.21,64.0,157875.99,8816.11,0.0,1140480.78
3950,3555.81,40.0,229310.79,7536.9,0.0,418280.98
3951,5458.43,83.0,259081.15,13288.09,0.0,703432.39
3952,6042.52,57.0,221597.07,15029.39,6.59,1138482.41
3953,3422.53,86.0,68023.96,10851.12,0.0,1537823.92
3954,1275.83,42.0,94953.94,13148.29,1467.5,754170.62
3955,5591.99,52.0,136937.57,11479.64,0.0,1024221.47
3956,2619.74,29.0,103185.09,4188.98,514.1,1132974.12
3957,1478.45,19.0,63389.38,5718.63,0.0,547596.25
3958,7445.19,41.0,68459.14,9028.33,8688.55,1586297.86
3959,5986.28,61.0,43499.31,11404.85,0.0,1547693.33
3960,3617.35,89.0,17565.83,11859.6,8602.86,3704463.88
3961,34.43,55.0,35470.09,7850.41,5176.38,509697.79
3962,4580.34,44.0,474917.26,6806.81,0.0,2609121.95
3963,4596.53,53.0,78775.65,7407.7,0.0,895218.42
3964,4757.68,50.0,891408.32,8134.44,0.0,1113326.69
3965,5917.15,118.0,104774.28,7267.34,691.9,3246040.05
3966,725.5,142.0,40906.68,15711.92,704.68,246102.15
3967,7893.71,224.0,175578.44,11224.12,3562.5,953730.62
3968,4935.21,218.0,61615.47,21042.24,3225.93,234030.99
3969,1466.89,182.0,153797.79,14376.99,1741.36,1789047.78
3970,4951.88,136.0,427287.77,16634.36,1796.06,2329984.78
3971,19206.06,195.0,245447.18,5722.33,118663.92,5675386.03
3972,12254.36,105.0,22105.07,1743.6,9727.72,9882684.93
3973,4928.5,55.0,13781.87,3539.47,336868.89,9021565.07
3974,13800.39,60.0,21153.03,4947.78,3816.52,940233.56
3975,2350.99,76.0,80069.03,4971.23,11374.81,818019.33
3976,8638.06,45.0,135274.58,4777.78,41458.1,999650.95
3977,5344.68,75.0,280252.15,8866.19,0.0,454157.51
3978,891.8,172.0,300011.16,7552.42,9775.19,320457.03
3979,3472.83,60.0,364048.18,9736.76,14863.36,585337.93
3980,4502.48,163.0,262715.13,6023.26,6313.06,674174.89
3981,6624.93,57.0,490087.85,8164.14,0.0,2252992.51
3982,5776.61,73.0,428130.05,11452.88,2853.1,1196974.18
3983,3673.75,66.0,24146.88,4877.42,6000.71,1355054.76
3984,4275.44,121.0,1585.24,2186.6,13538.77,2053284.39
3985,12562.38,111.0,470752.13,4728.16,374446.52,3147564.75
3986,8026.35,95.0,772973.92,4598.63,90091.25,2145904.95
3987,2299.48,173.0,117600.53,5273.1,422789.81,703734.7
3988,5644.42,101.0,1409.88,0.0,70055.13,508619.61
3989,3637.94,101.0,60801.21,7894.05,41154.92,970134.22
3990,3710.86,121.0,15730.06,1068.01,4.57,530420.73
3991,13786.36,108.0,277154.67,0.0,43052.82,5583111.38
3992,9221.82,55.0,54404.78,4200.12,13205.75,2682958.77
3993,4300.18,64.0,335685.38,12118.77,0.0,991981.24
3994,1210.45,63.0,130407.07,11256.86,0.0,759537.64
3995,5246.47,130.0,56434.67,13767.11,0.0,782949.03
3996,8851.66,53.0,76938.13,12085.61,0.0,1319089.85
3997,1928.89,30.0,76162.66,6921.42,0.0,959600.46
3998,2713.02,65.0,121773.4,12981.77,10502.81,859168.81
3999,1423.64,132.0,35376.51,6210.31,0.0,926648.93
4000,4728.03,75.0,52043.42,11560.57,463.08,631795.41
4001,6392.67,83.0,46122.22,10304.6,73942.48,1937551.2
4002,4252.36,102.0,175567.41,10114.16,33189.72,964890.23
4003,1865.54,72.0,57688.67,12900.36,0.0,947587.91
4004,1706.28,79.0,259198.25,16179.79,13635.82,2401532.31
4005,7025.48,104.0,2080339.44,13052.78,0.0,1526413.54
4006,8165.7,238.0,106551.66,4471.04,0.0,3063199.93
4007,6199.85,253.0,238187.44,26817.74,20606.48,354167.73
4008,2586.56,224.0,71382.87,18015.07,9154.42,150921.46
4009,12335.86,348.0,374115.0,9333.64,49668.92,5088665.84
4010,4485.07,82.0,88282.25,5550.62,0.0,10985444.56
4011,13568.27,107.0,101799.28,11646.44,12495.47,4761008.15
4012,2621.58,47.0,630336.61,7212.12,18038.48,2491405.48
4013,15106.63,36.0,412153.14,5940.11,23855.83,2329729.51
4014,5496.53,131.0,2226.27,5933.82,2751.64,462575.17
4015,3915.14,185.0,12502.54,7557.17,4673.45,438310.33
4016,4860.68,136.0,10259.92,11067.61,0.0,591022.52
4017,5515.63,122.0,2524.55,12637.63,10011.05,656884.91
4018,180.91,37.0,31185.62,16412.31,0.0,549220.26
4019,5282.08,30.0,4802.98,6768.54,0.0,495533.49
4020,4054.66,52.0,662907.35,5052.43,35270.37,1211086.01
4021,6725.63,33.0,1468595.83,194.12,0.0,2208021.42
4022,11185.06,36.0,839382.62,2868.37,3624.6,3244036.7
4023,11223.01,48.0,1090526.11,0.0,5019.03,1979510.41
4024,2465.72,200.0,31267.95,2528.2,998283.67,1196251.05
4025,5637.57,54.0,12313.77,1549.91,11433.08,564931.42
4026,5238.02,96.0,30248.69,4135.87,194646.67,553809.11
4027,5972.58,79.0,3101.98,1606.34,49261.22,678349.0
4028,3832.3,99.0,1802.44,427.27,4315.49,617284.69
4029,5574.8,98.0,302430.49,3532.23,43152.96,4217689.74
4030,7744.11,40.0,85791.73,14988.71,0.0,823526.57
4031,11436.67,67.0,530491.92,22389.43,0.0,1349936.74
4032,1667.17,61.0,3346.37,9065.31,0.0,616917.34
4033,5178.49,96.0,179404.71,12600.81,3940.87,3991137.8
4034,937.6,24.0,285071.99,7964.81,0.0,1442223.55
4035,1507.49,127.0,12222.0,10426.29,0.0,707755.72
4036,4814.6,77.0,67575.26,11968.44,227060.96,2359161.11
4037,349.95,109.0,7134.23,14697.84,2.0,654047.76
4038,5721.8,145.0,294295.74,11934.1,6.99,1462498.59
4039,2034.67,43.0,141434.82,10220.55,510.69,4665306.09
4040,4834.3,96.0,235053.95,14954.6,0.0,1161045.2
4042,3886.42,103.0,202546.13,24256.84,4800.51,216006.68
4043,5931.03,246.0,306.16,11722.18,22.98,211851.04
4044,30888.0,223.0,114994.75,7563.02,4731.77,3580681.31
4045,15894.81,88.0,925505.09,3772.86,108822.95,5671328.65
4046,743.19,55.0,42066.37,7944.87,0.0,626789.28
4047,5377.02,40.0,17664.22,8832.85,311901.33,7072462.05
4048,25983.05,95.0,371179.57,9596.17,110076.08,4447127.85
4049,4238.08,99.0,44135.66,5436.5,64173.79,3477771.74
4050,12536.09,91.0,109479.65,10213.88,2958.13,651708.53
4051,1301.4,216.0,56399.01,13375.19,1492.93,643596.31
4052,746.92,244.0,16938.07,9685.17,11137.5,839641.06
4053,4799.43,145.0,11800.51,4284.67,15422.01,1520997.75
4054,6401.78,122.0,8088.72,15536.11,23239.26,1491014.07
4055,9137.05,24.0,7085.82,6075.85,95323.21,2437643.68
4056,769.76,63.0,8659.2,0.0,5306.64,723701.39
4057,7301.15,41.0,235916.15,298.31,0.0,1465296.13
4058,4066.67,58.0,843030.81,5647.4,2226.29,1420832.19
4059,917.72,34.0,4593.36,8668.2,0.0,563500.71
4060,9439.38,46.0,980646.19,5342.86,0.0,1785600.61
4061,12141.91,95.0,198680.61,6047.15,21136.91,2275211.47
4062,3159.93,58.0,1938.07,0.0,0.0,430238.63
4063,4263.52,56.0,540.22,3768.61,0.0,914407.33
4064,8203.6,86.0,125516.07,10284.85,18943.61,932819.57
4065,6689.06,37.0,217190.02,13076.02,787.21,1764877.08
4066,4805.96,29.0,223012.59,16609.94,0.0,806129.01
4067,557.68,61.0,170982.61,7347.39,26388.8,729925.68
4068,7588.99,94.0,12072.61,12424.46,10989.69,1823307.48
4069,5926.12,157.0,43595.81,17621.1,49280.48,1779812.07
4070,10991.42,157.0,253486.61,13212.31,823377.42,1053369.79
4071,5237.56,156.0,106861.07,19620.55,4254.49,1083770.9
4072,5702.01,188.0,92400.77,12572.02,0.0,3141510.5
4073,5751.1,76.0,7150.14,13832.1,0.0,658419.3
4074,4814.79,104.0,322891.08,8144.17,0.0,3037045.15
4075,9780.15,192.0,102675.01,19138.41,4.0,185796.01
4076,5651.76,361.0,174012.6,13220.01,1062.49,132842.16
4077,650.54,349.0,67744.17,10825.04,4369.39,323225.51
4078,2965.53,182.0,247480.33,15572.42,5694.26,3727258.99
4079,6009.63,61.0,1324137.84,8277.35,3380.44,439946.3
4080,84359.32,62.0,122155.68,2710.51,636.21,2000245.83
4081,7682.34,244.0,463165.75,32.16,21330.29,5935070.38
4082,16093.4,147.0,227644.72,55.78,19874.46,6023244.76
4083,19569.09,210.0,123595.34,3437.33,59452.61,1419911.35
4084,850.98,291.0,38714.2,11451.58,25569.16,650171.98
4085,30071.2,80.0,1660680.77,2581.75,22189.67,4389250.85
4086,14078.84,79.0,818771.04,0.0,1771.71,2103647.88
4087,2043.88,42.0,1019469.16,7987.45,1554.76,2480776.96
4088,4279.66,97.0,1003203.25,6963.87,51700.41,1757962.39
4089,4765.1,49.0,7481.0,13391.75,0.0,953209.49
4090,5530.29,151.0,2117.94,2612.24,281407.54,717974.69
4091,4507.43,97.0,1583.51,0.0,65438.86,328062.06
4092,1559.18,81.0,45159.46,4422.31,0.0,1377977.49
4093,2482.13,56.0,42011.61,2107.14,3039.85,169328.71
4094,647.08,116.0,24250.56,5812.49,0.0,215561.73
4095,3052.82,57.0,417040.14,10920.11,65016.7,2661846.85
4096,2356.44,188.0,30525.27,8442.38,183925.01,806322.97
4097,3829.83,209.0,153094.36,16486.26,93240.89,759443.36
4098,5017.78,148.0,40580.23,16264.25,0.0,952091.7
4099,6574.59,272.0,16873.33,9530.07,0.0,1181528.85
4100,7215.83,193.0,12845.35,12746.26,0.0,829783.34
4101,13979.42,210.0,27588.34,17170.04,0.0,461842.1
4102,6061.48,259.0,15117.97,15445.85,3945.76,1386021.23
4103,5705.44,233.0,14378.52,15048.58,0.0,872957.69
4104,4118.42,237.0,5104.68,22535.54,0.0,679723.4
4105,1401.3,128.0,9585.83,11726.61,3408.7,272366.65
4106,4805.31,292.0,121025.8,10610.47,0.0,852924.75
4107,2501.11,167.0,14199.36,22010.45,0.0,362571.46
4108,569.19,203.0,166190.99,12514.17,0.0,2518867.53
4109,4875.2,225.0,47890.43,12875.9,82111.77,1783379.38
4110,4327.71,279.0,80984.03,11680.83,4277.61,1136777.11
4112,34081.77,56.0,203457.77,622.43,8474.21,7553967.78
4113,79978.77,108.0,1359747.48,2509.15,123017.85,5386652.03
4114,3532.21,131.0,684630.53,437.71,73277.13,9312307.79
4115,15242.56,271.0,81305.72,6176.31,103076.35,4436441.84
4116,8284.41,258.0,15917.96,12622.45,10257.74,1055258.13
4117,11941.62,189.0,837083.16,3148.89,117775.74,1565071.09
4118,5728.76,203.0,23373.96,6930.17,9434.99,3674383.84
4119,8603.32,88.0,50794.29,1945.46,15036.84,3014813.99
4120,5238.64,97.0,47029.53,18431.39,3593.94,914626.04
4121,2419.84,77.0,48836.11,8088.46,0.0,677871.0
4122,4235.53,113.0,461630.6,5574.29,52835.83,1376963.72
4123,2865.02,102.0,240267.59,4805.34,17054.06,1268868.47
4124,3156.75,45.0,1099339.48,16120.86,17073.88,1009025.63
4125,3072.26,227.0,53486.71,11238.86,344510.94,582532.69
4126,2598.11,114.0,33551.68,13223.95,47409.95,1560181.75
4127,4791.6,123.0,46318.3,8289.79,1733.07,807760.23
4128,5369.46,128.0,11661.04,14656.52,0.0,742737.21
4129,1257.68,137.0,41351.88,12495.75,3472.51,1040368.23
4130,1520.38,146.0,34163.92,20851.23,0.0,663698.58
4131,4710.27,97.0,129761.0,11224.01,0.0,843500.99
4132,3243.4,145.0,73480.67,14190.0,0.0,1446039.33
4133,2796.43,113.0,17058.36,19851.23,0.0,713467.53
4134,4794.54,185.0,249069.33,14191.49,0.0,635198.24
4135,2466.28,146.0,31906.39,6397.1,0.0,2609187.26
4136,4703.72,212.0,110136.47,5342.65,83917.13,628614.15
4137,4684.81,195.0,5333.34,10846.83,0.0,1329709.87
4138,5030.28,179.0,35287.89,9117.15,863810.83,820991.66
4139,6984.35,242.0,285997.4,24450.79,13081.17,2668944.84
4140,49462.8,138.0,465515.1,10849.63,141869.31,4132945.36
4141,17253.7,95.0,223475.05,10810.06,98731.94,3410672.95
4142,779.8,53.0,195798.71,2445.61,31499.78,10191996.63
4143,30351.95,116.0,354527.94,5535.51,482530.32,8553862.66
4144,7771.04,226.0,174011.05,3242.11,21448.42,1283779.06
4145,4921.58,268.0,66400.49,11763.11,7098.23,878295.86
4146,4741.52,240.0,2711.65,16930.39,5842.3,867283.18
4147,4841.22,378.0,6749.19,7995.16,8122.48,792274.8
4148,12294.63,417.0,1122308.73,5408.95,81560.19,2162845.3
4149,2936.26,184.0,5096.66,12874.62,41727.61,871005.98
4150,5062.98,178.0,606680.01,20820.4,26618.64,1158125.03
4151,4173.42,275.0,1192187.59,3145.18,309794.87,792712.95
4152,844.81,280.0,2400868.75,4687.75,307905.34,469996.32
4153,5583.89,47.0,176943.5,7012.22,0.0,1669736.72
4154,15407.63,86.0,224132.15,11258.38,1751.62,4588131.64
4155,4473.05,170.0,171583.81,14624.07,138161.43,3219132.12
4156,549.4,196.0,2418.71,12106.1,0.0,750810.44
4157,5464.32,349.0,204381.83,8769.58,30424.81,1945605.01
4158,2378.89,217.0,59350.33,15948.4,5731.52,874014.01
4159,702.27,137.0,36203.24,20312.81,0.0,440855.37
4160,7961.51,156.0,60593.33,21890.35,0.0,1236783.14
4161,6022.61,136.0,10358.0,20621.62,2211.05,952758.4
4162,9004.96,150.0,111300.45,17496.57,0.0,1223601.71
4163,3302.76,241.0,131824.91,19532.96,3041.8,1885973.36
4164,8780.45,200.0,70505.79,11825.32,10460.44,2230907.92
4165,13975.55,401.0,232277.42,16282.57,4235.08,1409918.89
4167,2557.39,386.0,50392.92,16439.7,5488368.7,466754.73
4168,7404.23,189.0,31149.46,13194.09,574223.28,589290.57
4169,3828.66,55.0,238030.16,15712.54,0.0,2515468.36
4170,2403.39,121.0,25207.28,14000.17,0.0,447013.97
4171,1594.15,270.0,22123.67,12001.29,0.0,2237768.27
4172,5487.01,235.0,52522.22,16720.34,53338.06,1407088.38
4173,10719.65,86.0,430944.27,9380.76,35050.43,5050007.0
4174,12349.31,148.0,543610.06,9022.52,62834.72,2973285.51
4175,4667.51,166.0,40323.76,4435.81,84414.32,2403774.05
4176,13611.44,211.0,78866.8,3565.48,0.0,1670075.96
4177,7094.19,116.0,191262.66,5275.72,0.0,678631.41
4178,3726.69,311.0,39552.41,6218.34,4838.37,672428.32
4179,10686.19,344.0,853135.5,4944.32,140386.28,2505786.43
4180,1839.92,121.0,37054.54,25657.72,1035.1,626737.21
4181,6131.17,204.0,20177.75,15908.91,41009.67,712424.67
4182,4265.43,150.0,764686.6,12666.27,160647.58,357754.19
4183,2847.26,158.0,906214.75,16509.08,212075.42,639628.95
4184,3318.06,140.0,2554744.34,5389.78,91025.86,630625.63
4185,4349.98,236.0,52518.56,4463.89,203926.3,1099772.6
4186,3585.68,76.0,810156.49,9935.53,52704.81,1356378.17
4187,3279.7,116.0,9547.37,11378.9,0.0,1181028.79
4188,1980.82,94.0,4304.81,3224.38,0.0,1738160.06
4189,4330.25,241.0,227646.24,11194.95,537487.53,1679623.62
4190,3069.55,320.0,120509.59,15606.42,50923.28,1569991.8
4191,7376.07,206.0,168800.31,11254.16,72804.2,1802181.25
4192,3556.22,229.0,120905.59,13171.0,6205.49,1007883.73
4193,3301.95,234.0,59490.77,14407.21,2718.43,1412609.84
4194,2675.78,145.0,144025.72,15772.25,859.11,3131005.67
4195,2035.44,139.0,78008.04,16945.31,0.0,1186515.77
4196,2337.93,242.0,7128.44,20180.69,0.0,437706.47
4198,3557.86,246.0,69633.74,19791.25,1874702.59,199803.26
4199,10752.22,163.0,110022.28,22322.38,0.0,1368136.34
4200,5534.39,134.0,79926.02,15144.18,1326.34,766626.58
4201,4946.77,433.0,115348.83,15867.9,68031.51,1111767.73
4202,13620.53,159.0,1118076.03,13803.72,102815.42,2620481.59
4203,19543.94,130.0,223607.84,15900.54,255522.02,8143695.99
4204,9222.81,102.0,894780.46,9946.67,10633.09,1616101.89
4205,7107.89,91.0,180682.58,7761.05,7218.13,5033519.76
4206,32917.03,230.0,218515.31,6078.67,5825.38,5441907.3
4207,28910.1,318.0,775815.38,5150.88,68791.96,5538987.36
4208,13925.59,387.0,431248.45,18497.39,19145.44,1972975.26
4209,9500.53,452.0,293609.02,15370.56,203.6,1266022.53
4210,2413.26,496.0,1410.01,16894.6,3.0,396495.65
4211,8997.34,200.0,344129.81,9562.31,452681.44,1340901.22
4212,15972.06,131.0,95754.24,5056.18,238256.42,1350701.54
4213,2506.17,84.0,852248.59,13335.18,13671.57,390819.32
4214,4737.49,100.0,228955.1,10977.32,3.0,339032.96
4215,9073.55,140.0,242449.7,4279.01,78097.55,2270937.84
4216,972.04,180.0,9988.96,18903.04,15440.2,946846.76
4217,3921.57,308.0,5628.39,10447.96,5800.9,726780.19
4218,1413.01,267.0,77347.08,13337.51,41066.2,1590843.86
4219,1687.85,385.0,137942.25,15953.4,170416.17,1636502.58
4220,4036.05,340.0,63580.64,14742.3,88604.61,867241.19
4221,1007.48,359.0,34314.83,14558.98,24046.66,737468.26
4222,4978.03,366.0,140480.14,18271.77,4168.75,667512.11
4223,4862.76,157.0,11309.64,20847.82,96570.98,912499.36
4224,4011.19,163.0,16813.79,20364.52,5152.28,310779.04
4225,6539.27,283.0,56595.74,18812.43,7.99,608055.57
4226,2310.56,189.0,30800.63,14434.11,51585.07,860645.02
4227,4898.43,332.0,6127.67,18334.12,16139.9,2616277.89
4228,13086.26,149.0,575515.79,21157.01,21071.26,3413871.26
4229,1303.01,183.0,682658.28,9864.72,76550.76,5723236.35
4230,1975.21,451.0,142750.8,14803.95,53396.62,1107939.86
4231,4976.67,550.0,283065.75,13056.58,98734.97,468764.75
4232,5404.15,471.0,294800.27,10796.07,120206.71,528947.7
4233,2500.14,244.0,77314.16,10768.7,153218.34,729989.97
